t,pCAMx,pCAMy,pCAMz,qCAMx,qCAMy,qCAMz,qCAMw,p1x,p1y,p1z,q1x,q1y,q1z,q1w,p2x,p2y,p2z,q2x,q2y,q2z,q2w,p3x,p3y,p3z,q3x,q3y,q3z,q3w,p4x,p4y,p4z,q4x,q4y,q4z,q4w,p5x,p5y,p5z,q5x,q5y,q5z,q5w,p6x,p6y,p6z,q6x,q6y,q6z,q6w,p7x,p7y,p7z,q7x,q7y,q7z,q7w,p8x,p8y,p8z,q8x,q8y,q8z,q8w,p9x,p9y,p9z,q9x,q9y,q9z,q9w,p10x,p10y,p10z,q10x,q10y,q10z,q10w,p11x,p11y,p11z,q11x,q11y,q11z,q11w,p12x,p12y,p12z,q12x,q12y,q12z,q12w
1.183883,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.255667,0.379261,-0.004841,-0.02708511,-0.00299521,0.88951919,0.45608446,-0.301873,0.388237,0.000689,-0.03785885,0.00996826,0.89027414,0.45373924,-0.340544,0.399750,0.003745,-0.02908232,0.02190377,0.89147842,0.45159790,,,,,,,,,,,,,,,,,,,,,
1.192220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.255667,0.379261,-0.004841,-0.02708511,-0.00299521,0.88951919,0.45608446,-0.301873,0.388237,0.000689,-0.03785885,0.00996826,0.89027414,0.45373924,-0.328378,0.398881,-0.013949,-0.03822404,0.00039197,0.89409650,0.44624009,,,,,,,,,,,,,,,,,,,,,
1.200558,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.271052,0.377449,0.013351,-0.01166434,0.00485746,0.89228908,0.45128765,-0.307407,0.392767,0.018776,-0.03128675,0.01518739,0.88797327,0.45857818,-0.332669,0.403447,-0.006882,-0.03981608,-0.00199986,0.89179903,0.45067191,,,,,,,,,,,,,,,,,,,,,
1.208895,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.259197,0.372124,-0.010246,-0.42876259,-0.43937124,0.70936246,0.34629533,-0.306902,0.387095,0.007765,-0.38939078,-0.45964450,0.72263967,0.33895967,-0.335199,0.409003,0.007131,-0.37199969,-0.44785417,0.72994282,0.35808708,,,,,,,,,,,,,,,,,,,,,
1.217232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.254861,0.378602,-0.007181,-0.01725056,-0.01150003,0.89251425,0.45054242,-0.301778,0.388244,0.000663,-0.39563671,-0.44582172,0.72465474,0.34581801,-0.337784,0.407416,0.010961,-0.02126731,0.00977021,0.89062126,0.45414316,,,,,,,,,,,,,,,,,,,,,
1.225569,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.249715,0.374956,-0.022432,-0.03359097,-0.00792750,0.89161100,0.45148492,-0.303711,0.393367,0.004631,-0.39196718,-0.43807879,0.72965836,0.34935279,-0.341615,0.406452,0.016579,-0.02319102,0.01024019,0.89107450,0.45314848,,,,,,,,,,,,,,,,,,,,,
1.233906,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.249443,0.375019,-0.023011,-0.41607902,-0.42515944,0.72210454,0.35310442,-0.305342,0.386906,0.005742,-0.03188835,0.01091864,0.89387291,0.44705161,-0.338483,0.407518,0.012182,-0.02936607,0.00978192,0.88735936,0.46003838,,,,,,,,,,,,,,,,,,,,,
1.242244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.261034,0.376605,0.001574,-0.01830351,0.01474722,0.89080292,0.45378151,-0.315920,0.387336,0.018018,-0.03436399,0.00087973,0.89202734,0.45067236,-0.330949,0.408721,-0.008574,-0.03740920,0.00308647,0.88908983,0.45619107,,,,,,,,,,,,,,,,,,,,,
1.250581,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.259971,0.376919,0.000217,-0.00973790,0.01560003,0.89139175,0.45286042,-0.314939,0.393354,0.027248,-0.01408104,0.01441165,0.89012496,0.45527089,-0.331493,0.409426,0.001654,-0.37053680,-0.43335315,0.73639143,0.36419114,,,,,,,,,,,,,,,,,,,,,
1.258918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.258663,0.373352,-0.001267,-0.02076457,-0.00873927,0.89292711,0.44963722,-0.313353,0.382223,0.013289,-0.03365202,0.01243827,0.89445558,0.44571521,-0.335258,0.408718,0.007524,-0.03080677,0.00226580,0.88926155,0.45635479,,,,,,,,,,,,,,,,,,,,,
1.267255,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.253795,0.378666,-0.008555,-0.02574435,0.00623838,0.88920211,0.45674710,-0.301478,0.386033,-0.003868,-0.04007001,0.00524650,0.89464272,0.44495086,-0.330602,0.403035,-0.009997,-0.37544819,-0.44605160,0.73358845,0.34917704,,,,,,,,,,,,,,,,,,,,,
1.275592,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.252209,0.379140,-0.010633,-0.02473279,-0.00335137,0.88903433,0.45715972,-0.305731,0.390466,0.003421,-0.04127984,0.00273164,0.89245802,0.44922957,-0.337039,0.400554,-0.000607,-0.03073928,0.01490637,0.89332182,0.44811720,,,,,,,,,,,,,,,,,,,,,
1.283930,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.252575,0.379923,-0.001752,-0.01650245,-0.00546354,0.88878093,0.45800248,0.098345,0.309197,0.365847,0.68787176,0.20163551,0.62478730,0.30954223,-0.331734,0.402440,-0.007937,-0.04765586,0.00651063,0.89057523,0.45228563,,,,,,,,,,,,,,,,,,,,,
1.292267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.253624,0.378535,-0.008365,-0.02594269,0.00619412,0.88917254,0.45679405,-0.294873,0.389831,-0.008637,-0.38813532,-0.44031863,0.72932575,0.35150311,-0.332783,0.403477,0.003369,-0.03143680,-0.00382817,0.89158252,0.45174957,,,,,,,,,,,,,,,,,,,,,
1.300604,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.261746,0.376772,0.010985,-0.41758931,-0.43493306,0.71136801,0.36112041,-0.296238,0.390116,-0.005783,-0.05892560,-0.00501997,0.88928587,0.45351209,-0.327374,0.403915,-0.014303,-0.03907350,-0.00119748,0.89360369,0.44715129,,,,,,,,,,,,,,,,,,,,,
1.308941,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.258835,0.372430,-0.002240,-0.41522506,-0.43359333,0.71533928,0.35759571,-0.296891,0.394301,-0.004848,-0.04550234,0.00779605,0.88596549,0.46144763,-0.337289,0.400960,0.000093,-0.38461260,-0.45145015,0.72553286,0.34909595,,,,,,,,,,,,,,,,,,,,,
1.317279,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.268841,0.372649,0.009533,-0.41029482,-0.43467624,0.71944089,0.35372239,-0.296646,0.388924,-0.005967,-0.04639151,0.01146000,0.88840024,0.45657585,-0.332788,0.408491,0.003930,-0.02905749,0.01119098,0.88904344,0.45676272,,,,,,,,,,,,,,,,,,,,,
1.325616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.263776,0.379208,0.003410,-0.01952055,-0.00394790,0.89054468,0.45445961,-0.310033,0.387840,0.009372,-0.37974301,-0.44992398,0.73062984,0.34575091,-0.330339,0.402659,-0.009781,-0.03862439,0.00684476,0.89150235,0.45131460,,,,,,,,,,,,,,,,,,,,,
1.333953,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.265384,0.378525,0.005800,-0.01993331,0.00560382,0.89081145,0.45390111,-0.296677,0.388927,-0.005936,-0.04643061,0.01148873,0.88838267,0.45660535,-0.347179,0.413319,0.024025,-0.02223060,0.01666210,0.88836347,0.45829960,,,,,,,,,,,,,,,,,,,,,
1.342290,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.251807,0.378752,-0.010616,-0.41139243,-0.41954812,0.72371619,0.36189848,-0.296471,0.389100,-0.005999,-0.04663687,0.01138603,0.88838788,0.45657675,-0.334278,0.401650,-0.003602,-0.03035096,0.00627480,0.89052130,0.45388464,,,,,,,,,,,,,,,,,,,,,
1.350627,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.251334,0.374347,-0.011836,-0.02667822,0.00000495,0.89143050,0.45237146,-0.294636,0.389562,-0.008493,-0.38823780,-0.44033100,0.72927983,0.35146971,-0.332546,0.403251,0.003278,-0.03212477,-0.00359280,0.89141797,0.45202775,,,,,,,,,,,,,,,,,,,,,
1.358965,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.253561,0.377965,-0.007866,-0.02572612,0.00580727,0.88921075,0.45673700,-0.303353,0.387145,0.004037,-0.04046225,0.00208731,0.89000962,0.45413801,0.114620,0.317334,0.398863,0.34131547,-0.14763526,0.69173653,0.61903808,,,,,,,,,,,,,,,,,,,,,
1.367302,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.250545,0.374712,-0.013298,-0.41733774,-0.43397031,0.71604878,0.35323241,-0.298241,0.388349,-0.003688,-0.38897667,-0.45396465,0.72611767,0.33965627,-0.332257,0.401685,-0.007085,-0.37587112,-0.45305332,0.73182886,0.34335131,,,,,,,,,,,,,,,,,,,,,
1.375639,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.256950,0.372484,-0.004122,-0.01909854,-0.00013355,0.89271122,0.45022427,-0.296189,0.388901,-0.006275,-0.04697803,0.01181419,0.88824746,0.45680404,-0.345474,0.401454,0.008825,-0.02582635,0.00717749,0.89455684,0.44614968,,,,,,,,,,,,,,,,,,,,,
1.383976,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.254911,0.371427,-0.016264,-0.42185474,-0.42420625,0.72237450,0.34678915,-0.298332,0.388721,-0.002652,-0.04854398,0.00326512,0.88830180,0.45667574,-0.349171,0.406506,0.025580,-0.02546529,0.01093094,0.89119211,0.45277882,,,,,,,,,,,,,,,,,,,,,
1.392313,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.251366,0.373265,-0.019512,-0.02502937,0.00151460,0.88988455,0.45549614,-0.305062,0.386379,0.006625,-0.04125183,0.01118184,0.89013871,0.45368087,-0.346989,0.406081,0.011772,-0.37146687,-0.44802959,0.73511477,0.34768970,,,,,,,,,,,,,,,,,,,,,
1.400651,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.259038,0.376195,-0.000425,-0.01848680,0.00605501,0.89034427,0.45487214,-0.296239,0.388629,-0.006210,-0.04703537,0.01196257,0.88819112,0.45690382,-0.345550,0.401337,0.008594,-0.37913098,-0.46164190,0.72412911,0.34464980,,,,,,,,,,,,,,,,,,,,,
1.408988,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.268551,0.372122,0.009742,-0.01312650,-0.00083714,0.89432888,0.44721679,-0.307753,0.394892,0.017611,-0.03232336,0.00752098,0.88980613,0.45513041,-0.339829,0.402883,0.000934,-0.03369816,-0.00172804,0.89522596,0.44433313,,,,,,,,,,,,,,,,,,,,,
1.417325,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.258745,0.370110,-0.012477,-0.02910144,-0.01419228,0.89517812,0.44453101,-0.300413,0.387788,0.000219,-0.03842767,0.01101564,0.88724144,0.45957000,-0.346446,0.413584,0.023046,-0.02548073,0.00017523,0.89040194,0.45446131,,,,,,,,,,,,,,,,,,,,,
1.425662,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078919,0.302987,0.328352,0.29633195,-0.14333021,0.72140990,0.60927136,-0.314030,0.386766,0.016286,-0.03646616,0.00301519,0.89397203,0.44662640,-0.349434,0.412464,0.027731,-0.02491699,0.00817172,0.88834873,0.45842001,,,,,,,,,,,,,,,,,,,,,
1.433999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.263761,0.378493,0.003732,-0.40507138,-0.42137022,0.72567903,0.36297969,-0.307984,0.383509,0.007212,-0.04353870,-0.00362244,0.89240995,0.44910548,-0.333188,0.405332,-0.008844,-0.04208352,-0.01051306,0.89323824,0.44748620,,,,,,,,,,,,,,,,,,,,,
1.442337,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.259079,0.375923,-0.000373,-0.01854966,0.00619816,0.89028995,0.45497395,0.106486,0.310964,0.363037,0.68917102,0.21392851,0.62135924,0.30527135,-0.336539,0.403945,-0.003967,-0.04102269,-0.00203853,0.89127772,0.45159385,,,,,,,,,,,,,,,,,,,,,
1.450674,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077333,0.304670,0.322955,0.69670002,0.18665083,0.62075912,0.30729246,-0.295238,0.388704,-0.007360,-0.03757894,0.01201076,0.88923155,0.45575303,-0.343993,0.401531,0.006933,-0.02567541,-0.00184217,0.89416441,0.44699819,,,,,,,,,,,,,,,,,,,,,
1.459011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.090066,0.297088,0.336158,0.69587413,0.20221219,0.62086513,0.29899152,-0.295663,0.384158,-0.006743,-0.04961358,-0.00239738,0.89042457,0.45241223,-0.346956,0.399742,0.011062,-0.02301959,0.02334784,0.89223340,0.45038265,,,,,,,,,,,,,,,,,,,,,
1.467348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.272448,0.375585,0.016099,-0.01334155,0.01467074,0.89212306,0.45135709,-0.296704,0.389544,0.004117,-0.04000764,-0.00800875,0.88790542,0.45821306,0.114979,0.316568,0.398650,0.69899798,0.21557649,0.61486526,0.29473601,,,,,,,,,,,,,,,,,,,,,
1.475685,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.248201,0.374716,-0.016061,-0.02750870,-0.00735324,0.89338042,0.44839784,-0.290712,0.385221,-0.014137,-0.04839623,-0.00189004,0.89254590,0.44834814,-0.341613,0.401828,0.003405,-0.03436627,0.00810875,0.89535616,0.44394882,,,,,,,,,,,,,,,,,,,,,
1.484023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.251926,0.377908,-0.010140,-0.02544497,-0.00286549,0.88874426,0.45768765,-0.295541,0.389448,0.001775,-0.02918167,0.01034572,0.88910209,0.45666056,-0.339886,0.402490,0.001008,-0.03382327,-0.00141422,0.89512108,0.44453598,,,,,,,,,,,,,,,,,,,,,
1.492360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.249361,0.373301,-0.021957,-0.03440048,-0.00722229,0.89122666,0.45219409,-0.292827,0.384374,-0.011273,-0.39503157,-0.45364049,0.72150219,0.34292121,-0.345043,0.400443,0.008622,-0.02308555,0.01454212,0.89195875,0.45129278,,,,,,,,,,,,,,,,,,,,,
1.500697,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.251309,0.378686,-0.009601,-0.03744852,-0.02085576,0.88997915,0.45398211,-0.293105,0.389343,-0.010271,-0.38974454,-0.43923299,0.73145450,0.34662356,-0.341949,0.407608,0.005048,-0.37263749,-0.43289133,0.74042172,0.35429094,,,,,,,,,,,,,,,,,,,,,
1.509034,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.250859,0.373605,-0.018689,-0.03634224,-0.01547022,0.89115840,0.45196971,-0.294839,0.389474,-0.007205,-0.39129933,-0.44606955,0.72657513,0.34640348,0.119883,0.301383,0.421449,0.69970979,0.19632718,0.61800451,0.29988710,,,,,,,,,,,,,,,,,,,,,
1.517371,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.250859,0.373605,-0.018689,-0.03634224,-0.01547022,0.89115840,0.45196971,-0.300180,0.387631,0.008495,-0.03187786,0.01068848,0.89194993,0.45088235,-0.331681,0.407602,0.003123,-0.37933506,-0.44034530,0.73021735,0.35914280,,,,,,,,,,,,,,,,,,,,,
1.525709,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.253107,0.372930,-0.015667,-0.02693403,-0.00677637,0.88987656,0.45535519,-0.299993,0.386954,-0.000654,-0.04030224,0.01243250,0.89203725,0.44998968,-0.333548,0.413543,0.007304,-0.37553776,-0.43266392,0.73506064,0.36257300,,,,,,,,,,,,,,,,,,,,,
1.534046,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.261370,0.370633,-0.004082,-0.03222897,-0.00527913,0.89303095,0.44880858,-0.293106,0.389187,-0.009943,-0.04777230,0.00394021,0.89031775,0.45280966,-0.328859,0.409368,-0.000641,-0.03023663,0.00425517,0.88828870,0.45826938,,,,,,,,,,,,,,,,,,,,,
1.542383,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.263175,0.375198,0.007172,-0.01426174,-0.00083766,0.89142617,0.45294070,-0.294816,0.389189,-0.006914,-0.04972716,-0.00425588,0.89021818,0.45279210,-0.332108,0.413928,0.005211,-0.36667690,-0.44278422,0.73418309,0.36119992,,,,,,,,,,,,,,,,,,,,,
1.550720,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.252933,0.373720,-0.008754,-0.41115831,-0.44033576,0.71596703,0.35276688,-0.294816,0.389189,-0.006914,-0.04972716,-0.00425588,0.89021818,0.45279210,-0.330446,0.401450,-0.009234,-0.03909468,0.00742991,0.89123550,0.45179165,,,,,,,,,,,,,,,,,,,,,
1.559057,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.249620,0.374591,-0.012485,-0.02949896,-0.01586095,0.89332984,0.44815181,-0.294816,0.389189,-0.006914,-0.04972716,-0.00425588,0.89021818,0.45279210,-0.333099,0.406688,-0.003910,-0.04143695,0.00628235,0.89127281,0.45152662,,,,,,,,,,,,,,,,,,,,,
1.567395,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.251476,0.373307,-0.011600,-0.02716216,0.00078188,0.89115722,0.45288013,-0.299862,0.387327,0.000015,-0.04218935,-0.00498314,0.89174300,0.45054372,-0.329718,0.407027,-0.009143,-0.03609740,0.02237542,0.88612137,0.46150323,,,,,,,,,,,,,,,,,,,,,
1.575732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.251476,0.373307,-0.011600,-0.02716216,0.00078188,0.89115722,0.45288013,-0.303977,0.385848,0.005168,-0.40560011,-0.45875937,0.71350785,0.34049220,-0.324378,0.408760,-0.016934,-0.04788388,0.00666126,0.88925859,0.45484274,,,,,,,,,,,,,,,,,,,,,
1.584069,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.248076,0.374998,-0.014747,-0.41324170,-0.42474861,0.72053076,0.36007685,-0.294322,0.384079,-0.008180,-0.04048337,-0.00190402,0.89142277,0.45135675,-0.341682,0.401282,0.003518,-0.03444184,0.00838415,0.89526657,0.44411849,,,,,,,,,,,,,,,,,,,,,
1.592406,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.267891,0.376464,0.009779,-0.01274012,-0.00189031,0.89398888,0.44790401,-0.291432,0.390057,-0.011726,-0.39269692,-0.43751612,0.73041858,0.34764562,-0.341682,0.401282,0.003518,-0.03444184,0.00838415,0.89526657,0.44411849,,,,,,,,,,,,,,,,,,,,,
1.600743,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.265395,0.377146,0.006256,-0.02038605,0.00628474,0.89053000,0.45442407,-0.304648,0.383968,0.002738,-0.04485112,-0.01093761,0.89416854,0.44534410,-0.320904,0.404649,-0.022411,-0.03867921,0.00086670,0.89265278,0.44908149,,,,,,,,,,,,,,,,,,,,,
1.609081,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.260464,0.368724,-0.010279,-0.03043393,-0.00418524,0.89524550,0.44451294,-0.309411,0.387734,0.010148,-0.03401526,0.00308285,0.89099464,0.45272730,-0.326491,0.408128,-0.013829,-0.03719912,0.01483494,0.88821761,0.45767415,,,,,,,,,,,,,,,,,,,,,
1.617418,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.265395,0.377146,0.006256,-0.02038605,0.00628474,0.89053000,0.45442407,-0.306062,0.388907,0.005603,-0.03490302,-0.00453571,0.89300236,0.44867360,-0.325030,0.408573,-0.016147,-0.37969184,-0.43979058,0.73563342,0.34822669,,,,,,,,,,,,,,,,,,,,,
1.625755,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.265265,0.371364,-0.002727,-0.01964639,0.01002592,0.89171799,0.45205368,-0.301410,0.383861,-0.010979,-0.04207623,0.00009510,0.89528684,0.44349866,-0.331898,0.407057,0.003398,-0.37950352,-0.44022236,0.73020313,0.35914445,,,,,,,,,,,,,,,,,,,,,
1.634092,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081056,0.304876,0.329943,0.69118071,0.20885467,0.62205513,0.30281409,-0.302041,0.386407,0.002545,-0.04232226,0.00444164,0.89197744,0.45007260,-0.326918,0.409691,-0.003369,-0.04116660,-0.00363856,0.88916479,0.45571708,,,,,,,,,,,,,,,,,,,,,
1.642430,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.253010,0.377788,-0.007767,-0.01802716,-0.01007114,0.88945999,0.45654630,-0.302117,0.386239,0.002546,-0.39920824,-0.45116742,0.72177694,0.34076208,-0.328844,0.407786,-0.010244,-0.37949788,-0.44796915,0.72857443,0.35282333,,,,,,,,,,,,,,,,,,,,,
1.650767,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.252172,0.378094,-0.008670,-0.02880805,-0.00951726,0.89108147,0.45282814,-0.304399,0.390871,0.006534,-0.40092636,-0.44453698,0.72335258,0.34410169,-0.335365,0.403635,-0.005937,-0.36285103,-0.44127665,0.74212653,0.35051712,,,,,,,,,,,,,,,,,,,,,
1.659104,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.255437,0.376980,-0.004278,-0.02834664,-0.00153840,0.88890390,0.45721324,-0.299394,0.392485,0.000120,-0.03908156,0.00997766,0.88677825,0.46043177,0.110615,0.318302,0.396400,0.69904808,0.20788582,0.61597171,0.29781559,,,,,,,,,,,,,,,,,,,,,
1.667441,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.261410,0.373518,-0.007476,-0.41314815,-0.43284412,0.72116243,0.34911221,-0.304619,0.388769,0.002826,-0.03260903,0.00396945,0.89301360,0.44882915,-0.346049,0.405343,0.010813,-0.37984319,-0.44765596,0.73068653,0.34845442,,,,,,,,,,,,,,,,,,,,,
