t,pCAMx,pCAMy,pCAMz,qCAMx,qCAMy,qCAMz,qCAMw,p1x,p1y,p1z,q1x,q1y,q1z,q1w,p2x,p2y,p2z,q2x,q2y,q2z,q2w,p3x,p3y,p3z,q3x,q3y,q3z,q3w,p4x,p4y,p4z,q4x,q4y,q4z,q4w,p5x,p5y,p5z,q5x,q5y,q5z,q5w,p6x,p6y,p6z,q6x,q6y,q6z,q6w,p7x,p7y,p7z,q7x,q7y,q7z,q7w,p8x,p8y,p8z,q8x,q8y,q8z,q8w,p9x,p9y,p9z,q9x,q9y,q9z,q9w,p10x,p10y,p10z,q10x,q10y,q10z,q10w,p11x,p11y,p11z,q11x,q11y,q11z,q11w,p12x,p12y,p12z,q12x,q12y,q12z,q12w,valid1,quality1,reason1,angle_jump1,pos_step1,valid2,quality2,reason2,angle_jump2,pos_step2,valid3,quality3,reason3,angle_jump3,pos_step3,valid4,quality4,reason4,angle_jump4,pos_step4,valid5,quality5,reason5,angle_jump5,pos_step5,valid6,quality6,reason6,angle_jump6,pos_step6,valid7,quality7,reason7,angle_jump7,pos_step7,valid8,quality8,reason8,angle_jump8,pos_step8,valid9,quality9,reason9,angle_jump9,pos_step9,valid10,quality10,reason10,angle_jump10,pos_step10,valid11,quality11,reason11,angle_jump11,pos_step11,valid12,quality12,reason12,angle_jump12,pos_step12
4.210289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.385126,0.295492,-0.076866,0.72069088,-0.11945608,-0.66931639,-0.13546392,-0.407617,0.299615,-0.095105,0.73275924,-0.11045690,-0.65848384,-0.13138570,-0.429970,0.295050,-0.110389,0.74339309,-0.09846828,-0.64872890,-0.12969783,,,,,,,,,,,,,,,,,,,,,,-0.341027,0.273471,-0.031304,-0.06979824,0.00677069,0.98132803,0.17910237,,,,,,,,-0.432539,0.285522,-0.022546,-0.07264705,-0.00681340,0.98127232,0.17827119,,,,,,,,,,,,,,,,,,,,,,1,1.000,accepted,0.976,0.004945,1,1.000,accepted,3.062,0.005799,1,1.000,accepted,2.494,0.005828,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,accepted,4.104,0.005288,0,0.000,vote_mismatch,,,1,1.000,accepted,3.008,0.008171,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
4.218626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.387632,0.293891,-0.073402,0.72483905,-0.11786494,-0.66606923,-0.13064450,-0.413418,0.295710,-0.084889,0.72525290,-0.11725151,-0.66553867,-0.13160010,-0.435250,0.297026,-0.107712,0.73776811,-0.10447724,-0.65507579,-0.12513369,,,,,,,,,,,,,,,,,,,,,,-0.342238,0.272435,-0.030122,-0.07659692,-0.00801621,0.98169290,0.17420590,,,,,,,,-0.444082,0.290133,-0.007782,-0.07271153,0.00190406,0.98192621,0.17472932,,,,,,,,,,,,,,,,,,,,,,1,1.000,accepted,0.838,0.004565,1,1.000,accepted,1.414,0.012380,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,accepted,1.948,0.001984,0,0.000,vote_mismatch,,,1,1.000,accepted,1.081,0.019300,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
4.226963,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.392292,0.292412,-0.068759,0.72332965,-0.11304419,-0.66838526,-0.13143964,-0.409070,0.297106,-0.094931,0.72737932,-0.11320371,-0.66413980,-0.13047057,-0.440531,0.299003,-0.105035,0.73204806,-0.11047273,-0.66133826,-0.12055342,,,,,,,,,,,,,,,,,,,,,,-0.340646,0.271839,-0.033633,-0.07829685,-0.00114448,0.98162064,0.17403793,,,,,,,,-0.444457,0.285659,-0.009267,-0.07584347,-0.00383283,0.98247159,0.17024291,,,,,,,,,,,,,,,,,,,,,,1,1.000,interpolated,,,1,1.000,accepted,0.563,0.011032,1,1.000,accepted,2.602,0.012483,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,interpolated,,,0,0.000,vote_mismatch,,,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
4.235300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.396952,0.290933,-0.064115,0.72179740,-0.10821972,-0.67068030,-0.13223066,-0.416000,0.295476,-0.087767,0.72722293,-0.10753720,-0.66552596,-0.12906496,-0.438969,0.297358,-0.106065,0.73243271,-0.10988246,-0.66075835,-0.12192858,,,,,,,,,,,,,,,,,,,,,,-0.339055,0.271243,-0.037144,-0.07999286,0.00572730,0.98149916,0.17386124,,,,,,,,-0.444833,0.281185,-0.010751,-0.07897063,-0.00956947,0.98295494,0.16574575,,,,,,,,,,,,,,,,,,,,,,1,1.000,interpolated,,,1,1.000,interpolated,,,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,accepted,1.623,0.007801,0,0.000,vote_mismatch,,,1,1.000,accepted,1.821,0.009458,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
4.243638,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.401612,0.289454,-0.059472,0.72024245,-0.10339200,-0.67295413,-0.13301749,-0.422931,0.293846,-0.080604,0.72704033,-0.10186682,-0.66688814,-0.12765471,-0.437408,0.295714,-0.107094,0.73281536,-0.10929188,-0.66017664,-0.12330341,,,,,,,,,,,,,,,,,,,,,,-0.340640,0.270097,-0.034529,-0.07449831,0.00173247,0.98249813,0.17071741,,,,,,,,-0.446216,0.280872,-0.009850,-0.07827275,-0.00722552,0.98326870,0.16432842,,,,,,,,,,,,,,,,,,,,,,1,1.000,accepted,1.930,0.020228,1,1.000,accepted,1.376,0.020199,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,interpolated,,,0,0.000,vote_mismatch,,,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
4.251975,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.403875,0.290478,-0.054945,0.71956318,-0.10400954,-0.67411621,-0.13030037,-0.421077,0.289749,-0.091463,0.72923340,-0.10993702,-0.66492412,-0.11835713,-0.435846,0.294069,-0.108124,0.73319602,-0.10870101,-0.65959314,-0.12467790,,,,,,,,,,,,,,,,,,,,,,-0.342224,0.268950,-0.031915,-0.06899950,-0.00226246,0.98344105,0.16756384,,,,,,,,-0.447598,0.280559,-0.008949,-0.07757422,-0.00488143,0.98357452,0.16290972,,,,,,,,,,,,,,,,,,,,,,1,1.000,interpolated,,,1,1.000,accepted,1.451,0.011753,1,1.000,accepted,0.567,0.007472,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,interpolated,,,0,0.000,vote_mismatch,,,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
4.260312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.406138,0.291501,-0.050417,0.71887701,-0.10462610,-0.67527185,-0.12758197,-0.424631,0.291718,-0.083678,0.72688670,-0.10920814,-0.66750194,-0.11895575,-0.435628,0.289253,-0.108730,0.73442996,-0.10201946,-0.65988394,-0.12148184,,,,,,,,,,,,,,,,,,,,,,-0.343809,0.267803,-0.029300,-0.06349677,-0.00625726,0.98432790,0.16440072,,,,,,,,-0.448981,0.280246,-0.008049,-0.07687504,-0.00253726,0.98387239,0.16148968,,,,,,,,,,,,,,,,,,,,,,1,1.000,interpolated,,,1,1.000,interpolated,,,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,interpolated,,,0,0.000,vote_mismatch,,,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
4.268649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.408401,0.292525,-0.045890,0.71818396,-0.10524164,-0.67642101,-0.12486238,-0.428185,0.293688,-0.075892,0.72453052,-0.10847784,-0.67007105,-0.11955282,-0.435410,0.284437,-0.109336,0.73562244,-0.09533215,-0.66013749,-0.11827893,,,,,,,,,,,,,,,,,,,,,,-0.345394,0.266657,-0.026685,-0.05799041,-0.01025170,0.98515860,0.16122822,,,,,,,,-0.450364,0.279933,-0.007148,-0.07617525,-0.00019308,0.98416230,0.16006833,,,,,,,,,,,,,,,,,,,,,,1,1.000,accepted,1.064,0.015492,1,1.000,accepted,0.828,0.017564,1,1.000,accepted,1.722,0.009718,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,interpolated,,,0,0.000,vote_mismatch,,,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
4.276987,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.405129,0.289443,-0.059879,0.33668263,-0.21622035,0.91616249,-0.02323474,-0.428969,0.289587,-0.076048,0.72879393,-0.09605691,-0.66698589,-0.12150021,-0.431377,0.291022,-0.121525,0.35232281,-0.20272429,0.91354187,-0.01458594,,,,,,,,,,,,,,,,,,,,,,-0.346978,0.265510,-0.024071,-0.05248074,-0.01424556,0.98593313,0.15804653,,,,,,,,-0.451746,0.279620,-0.006247,-0.07547485,0.00215107,0.98444424,0.15864571,,,,,,,,,,,,,,,,,,,,,,1,1.000,voted,138.749,0.014693,1,1.000,interpolated,,,1,1.000,voted,142.331,0.014429,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,interpolated,,,0,0.000,vote_mismatch,,,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
4.285324,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.395743,0.283873,-0.063328,0.33962379,-0.21144159,0.91639951,-0.01265190,-0.429753,0.285486,-0.076204,0.73292196,-0.08361813,-0.66377683,-0.12342503,-0.439327,0.290474,-0.118959,0.36334691,-0.19951935,0.90975412,-0.02277053,,,,,,,,,,,,,,,,,,,,,,-0.348563,0.264364,-0.021456,-0.04696808,-0.01823861,0.98665142,0.15485582,,,,,,,,-0.453129,0.279307,-0.005346,-0.07477386,0.00449513,0.98471821,0.15722185,,,,,,,,,,,,,,,,,,,,,,1,1.000,accepted,1.373,0.011446,1,1.000,accepted,3.124,0.008356,1,1.000,accepted,1.673,0.008372,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,accepted,5.192,0.019592,0,0.000,vote_mismatch,,,1,1.000,accepted,1.955,0.010078,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
4.293661,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.395158,0.281801,-0.068583,0.33672195,-0.20769959,0.91828215,-0.01539795,-0.429820,0.286945,-0.078508,0.73078718,-0.09130858,-0.66631193,-0.11679581,-0.438827,0.287792,-0.116265,0.36109356,-0.19644286,0.91142082,-0.01826828,,,,,,,,,,,,,,,,,,,,,,-0.343684,0.262786,-0.037773,-0.06985639,-0.00747969,0.98569051,0.15322647,,,,,,,,-0.451586,0.271061,-0.008987,-0.07755148,0.00075188,0.98587413,0.14845000,,,,,,,,,,,,,,,,,,,,,,1,1.000,interpolated,,,1,1.000,interpolated,,,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,accepted,2.906,0.017104,0,0.000,vote_mismatch,,,1,1.000,accepted,1.146,0.009145,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
4.301998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.394573,0.279730,-0.073838,0.33380874,-0.20395050,0.92013408,-0.01814358,-0.429887,0.288403,-0.080813,0.72856903,-0.09898862,-0.66877102,-0.11015326,-0.438326,0.285110,-0.113571,0.35882663,-0.19335898,0.91305327,-0.01376535,,,,,,,,,,,,,,,,,,,,,,-0.346633,0.261076,-0.034438,-0.07043234,-0.00602439,0.98631932,0.14892007,,,,,,,,-0.450689,0.276610,-0.004887,-0.07102212,0.00112662,0.98560930,0.15339130,,,,,,,,,,,,,,,,,,,,,,1,1.000,interpolated,,,1,1.000,accepted,2.448,0.005456,1,1.000,accepted,1.405,0.007668,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,interpolated,,,0,0.000,vote_mismatch,,,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
4.310335,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.393988,0.277658,-0.079093,0.33088443,-0.20019470,0.92195512,-0.02088851,-0.421165,0.287683,-0.091374,0.73517721,-0.09332854,-0.66128224,-0.11623274,-0.437242,0.283799,-0.117960,0.06548237,-0.13744394,0.98816570,0.01870236,,,,,,,,,,,,,,,,,,,,,,-0.349582,0.259366,-0.031103,-0.07100679,-0.00456897,0.98692703,0.14461048,-0.405074,0.272275,-0.015964,-0.42033733,-0.16817640,0.88286097,0.12485882,-0.449793,0.282160,-0.000786,-0.06448798,0.00150128,0.98527819,0.15832228,,,,,,,,,,,,,,,,,,,,,,1,1.000,accepted,1.990,0.017036,1,1.000,accepted,1.489,0.013716,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,accepted,1.060,0.009538,1,1.000,reset,,,1,1.000,accepted,1.880,0.013916,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
4.318673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.396307,0.275267,-0.081456,-0.05056569,-0.11751698,0.99152896,0.02243193,-0.422640,0.283780,-0.089923,0.73712664,-0.08974931,-0.66045019,-0.11133250,-0.436159,0.282488,-0.122348,-0.23413990,-0.06835169,0.96853935,0.04937701,,,,,,,,,,,,,,,,,,,,,,-0.354010,0.257209,-0.029392,-0.20715285,-0.04668396,0.96776850,0.13539731,-0.403494,0.269348,-0.019466,-0.35058011,-0.12127560,0.91913757,0.13255923,-0.449899,0.277836,-0.006371,-0.18263603,-0.04731400,0.97082483,0.14800209,,,,,,,,,,,,,,,,,,,,,,1,1.000,interpolated,,,1,1.000,interpolated,,,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,interpolated,,,1,1.000,interpolated,,,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
4.327010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.398626,0.272875,-0.083818,-0.42397298,-0.01614736,0.90339320,0.06218442,-0.424116,0.279878,-0.088472,0.73904577,-0.08616607,-0.65959078,-0.10642725,-0.435076,0.281177,-0.126737,-0.51131439,0.00729367,0.85605586,0.07531771,,,,,,,,,,,,,,,,,,,,,,-0.358437,0.255053,-0.027681,-0.33899814,-0.08782973,0.92851779,0.12337310,-0.401915,0.266421,-0.022969,-0.27786362,-0.07335111,0.94765568,0.13914070,-0.450004,0.273513,-0.011955,-0.29774185,-0.09534116,0.94020015,0.13521659,,,,,,,,,,,,,,,,,,,,,,1,1.000,interpolated,,,1,1.000,interpolated,,,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,interpolated,,,1,1.000,interpolated,,,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
4.335347,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.400945,0.270484,-0.086181,0.72994441,-0.08779061,-0.67156644,-0.09204604,-0.425591,0.275976,-0.087022,0.74093436,-0.08257927,-0.65870412,-0.10151760,-0.433992,0.279866,-0.131126,0.73946744,-0.08223976,-0.66149942,-0.09403746,,,,,,,,,,,,,,,,,,,,,,-0.362865,0.252896,-0.025970,-0.46380536,-0.12715204,0.86998978,0.10878750,-0.400335,0.263494,-0.026472,-0.20280167,-0.02480745,0.96817459,0.14454768,-0.450110,0.269189,-0.017540,-0.40788810,-0.14178019,0.89391428,0.12017875,,,,,,,,,,,,,,,,,,,,,,1,1.000,voted,138.029,0.012252,1,1.000,interpolated,,,1,1.000,voted,142.499,0.018827,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,voted,49.577,0.015641,1,1.000,interpolated,,,1,1.000,voted,44.399,0.021191,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
4.343684,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.406031,0.276892,-0.061232,0.72644930,-0.08483587,-0.67285160,-0.11110812,-0.427067,0.272073,-0.085571,0.74279218,-0.07898936,-0.65779031,-0.09660417,-0.436663,0.273962,-0.126868,0.73362998,-0.08922400,-0.66835671,-0.08441234,,,,,,,,,,,,,,,,,,,,,,-0.355390,0.259747,-0.023540,-0.07360329,-0.02560712,0.98795731,0.13366822,-0.398755,0.260567,-0.029974,-0.12602787,0.02394560,0.98052110,0.14873453,-0.444994,0.267400,-0.022507,-0.08831016,-0.00737586,0.98727796,0.13201944,,,,,,,,,,,,,,,,,,,,,,1,1.000,accepted,2.251,0.026256,1,1.000,accepted,2.946,0.017669,1,1.000,accepted,1.709,0.007754,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,voted,48.588,0.010427,1,1.000,voted,42.127,0.019321,1,1.000,voted,41.390,0.007352,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
4.352021,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.409287,0.274446,-0.059646,0.72396561,-0.08371827,-0.67736867,-0.10018348,-0.436007,0.270067,-0.079417,0.73793259,-0.07327047,-0.66370017,-0.09792350,-0.433875,0.276164,-0.135671,0.73812985,-0.07640171,-0.66335250,-0.09638761,,,,,,,,,,,,,,,,,,,,,,-0.361300,0.245927,-0.023217,-0.06075997,-0.01334910,0.99052425,0.12244072,-0.411802,0.257601,-0.015190,-0.09415344,-0.04391489,0.98823448,0.11224623,-0.449387,0.265882,-0.021925,-0.08358776,-0.01358392,0.98757253,0.13239739,,,,,,,,,,,,,,,,,,,,,,1,1.000,interpolated,,,1,1.000,accepted,1.105,0.011037,1,1.000,accepted,2.153,0.009493,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,accepted,2.425,0.015034,1,1.000,accepted,9.598,0.019940,1,1.000,accepted,0.896,0.004684,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
4.360359,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.412543,0.272000,-0.058059,0.72137538,-0.08258834,-0.68178605,-0.08924410,-0.433574,0.267821,-0.081641,0.74194944,-0.06906606,-0.66029896,-0.09352106,-0.442487,0.273752,-0.114294,0.73272054,-0.08023293,-0.67041139,-0.08504031,,,,,,,,,,,,,,,,,,,,,,-0.361933,0.256065,-0.017585,-0.40131421,-0.14063209,0.89876439,0.10673377,-0.410255,0.255815,-0.016692,-0.08510606,-0.03317749,0.98932850,0.11351355,-0.447930,0.265180,-0.015125,-0.38095752,-0.14018493,0.90764698,0.10675446,,,,,,,,,,,,,,,,,,,,,,1,1.000,accepted,2.780,0.008741,1,1.000,interpolated,,,1,1.000,accepted,1.709,0.023172,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,voted,43.262,0.011615,1,1.000,interpolated,,,1,1.000,accepted,38.444,0.006990,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
4.368696,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.413939,0.267933,-0.058395,0.72500969,-0.07605044,-0.67889783,-0.08760721,-0.431140,0.265576,-0.083865,0.74591824,-0.06485717,-0.65685499,-0.08911256,-0.452150,0.267554,-0.102826,0.74674711,-0.05787014,-0.65630750,-0.09099594,,,,,,,,,,,,,,,,,,,,,,-0.361630,0.251388,-0.022762,-0.25024145,-0.06700836,0.95882106,0.11640990,-0.408708,0.254028,-0.018195,-0.07604167,-0.02243346,0.99022470,0.11475818,-0.447720,0.261960,-0.025418,-0.38783115,-0.13598609,0.90580513,0.10301380,,,,,,,,,,,,,,,,,,,,,,1,1.000,interpolated,,,1,1.000,accepted,1.844,0.007978,1,1.000,accepted,3.497,0.016227,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,interpolated,,,1,1.000,accepted,3.241,0.005601,1,1.000,accepted,1.039,0.010787,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
4.377033,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.415334,0.263865,-0.058731,0.72859544,-0.06950744,-0.67596414,-0.08596444,-0.435519,0.263061,-0.079275,0.74195983,-0.06625993,-0.66147679,-0.08691198,-0.455709,0.265656,-0.100921,0.74393831,-0.06007616,-0.65981328,-0.08713829,,,,,,,,,,,,,,,,,,,,,,-0.361328,0.246711,-0.027938,-0.09117502,0.00875587,0.98824929,0.12236745,-0.407116,0.252594,-0.021922,-0.08455705,-0.01843985,0.98960579,0.11484972,-0.451651,0.261042,-0.011345,-0.07666965,0.00718917,0.98909918,0.12551051,,,,,,,,,,,,,,,,,,,,,,1,1.000,interpolated,,,1,1.000,interpolated,,,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,voted,41.016,0.013966,1,1.000,interpolated,,,1,1.000,voted,40.689,0.014641,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
4.385370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.416729,0.259798,-0.059066,0.73213239,-0.06295979,-0.67298518,-0.08431593,-0.439897,0.260546,-0.074685,0.73796872,-0.06765984,-0.66606979,-0.08470750,-0.459267,0.263757,-0.099015,0.74109969,-0.06227987,-0.66329285,-0.08327701,,,,,,,,,,,,,,,,,,,,,,-0.359659,0.244935,-0.028752,-0.07176801,-0.02193422,0.99045993,0.11557412,-0.405525,0.251160,-0.025648,-0.09306492,-0.01444461,0.98889895,0.11493106,-0.457318,0.258110,-0.010027,-0.08123733,0.00072202,0.98970276,0.11784915,,,,,,,,,,,,,,,,,,,,,,1,1.000,interpolated,,,1,1.000,interpolated,,,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,accepted,4.241,0.002570,1,1.000,accepted,2.160,0.008597,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
4.393707,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.418125,0.255730,-0.059402,0.73562031,-0.05640792,-0.66996115,-0.08266176,-0.444276,0.258031,-0.070095,0.73394542,-0.06905672,-0.67063338,-0.08249940,-0.462826,0.261859,-0.097110,0.73823159,-0.06448101,-0.66674580,-0.07941256,,,,,,,,,,,,,,,,,,,,,,-0.370215,0.242271,-0.015200,-0.05513119,-0.02431216,0.99308908,0.10071518,-0.417431,0.248216,-0.009725,-0.08848693,0.00416829,0.98956161,0.11366841,-0.462984,0.255178,-0.008710,-0.08579512,-0.00574521,0.99018584,0.11017345,,,,,,,,,,,,,,,,,,,,,,1,1.000,accepted,3.751,0.017253,1,1.000,accepted,2.276,0.020472,1,1.000,accepted,2.172,0.013382,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,accepted,2.588,0.017383,1,1.000,accepted,2.203,0.020099,1,1.000,accepted,2.529,0.013029,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
4.402045,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.415911,0.254169,-0.061926,0.73939012,-0.05206752,-0.66576624,-0.08571199,-0.445747,0.258058,-0.069313,0.73393858,-0.06600440,-0.67117392,-0.08064216,-0.457915,0.257931,-0.106956,0.73853318,-0.05776175,-0.66727010,-0.07734942,,,,,,,,,,,,,,,,,,,,,,-0.367173,0.241670,-0.023407,-0.06957285,-0.03769984,0.99200604,0.09829729,-0.409409,0.253413,-0.022835,-0.10936054,0.00184836,0.98721427,0.11595187,-0.446987,0.249244,-0.033856,-0.09778747,-0.01217914,0.98982839,0.10261112,,,,,,,,,,,,,,,,,,,,,,1,1.000,interpolated,,,1,1.000,interpolated,,,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,accepted,2.277,0.008773,1,1.000,accepted,2.436,0.016224,1,1.000,accepted,1.785,0.030388,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
4.410382,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.413696,0.252609,-0.064449,0.74311560,-0.04772399,-0.66153141,-0.08875708,-0.447217,0.258084,-0.068532,0.73392215,-0.06295118,-0.67170569,-0.07878385,-0.453003,0.254004,-0.116802,0.73879801,-0.05103962,-0.66776119,-0.07528243,,,,,,,,,,,,,,,,,,,,,,-0.357305,0.240794,-0.035848,-0.08893378,-0.01111823,0.99047373,0.10454165,-0.421772,0.250605,-0.005019,-0.08503190,-0.01672595,0.99175946,0.09435566,-0.448744,0.250301,-0.031191,-0.09679600,-0.01392923,0.99023978,0.09930599,,,,,,,,,,,,,,,,,,,,,,1,1.000,accepted,1.775,0.007405,1,1.000,interpolated,,,1,1.000,accepted,1.617,0.023366,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,accepted,3.840,0.015904,1,1.000,accepted,4.324,0.021866,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
4.418719,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.411937,0.250642,-0.068403,0.73740787,-0.05326038,-0.66809473,-0.08391902,-0.448688,0.258111,-0.067750,0.73389614,-0.05989717,-0.67222869,-0.07692453,-0.449661,0.257071,-0.117074,0.74451213,-0.05408935,-0.66216369,-0.06569081,,,,,,,,,,,,,,,,,,,,,,-0.369256,0.238630,-0.022087,-0.07744332,-0.02241526,0.99276413,0.08899141,-0.422190,0.249343,-0.005503,-0.08484829,-0.01532648,0.99173874,0.09497443,-0.450500,0.251358,-0.028526,-0.09580306,-0.01567910,0.99063619,0.09599936,,,,,,,,,,,,,,,,,,,,,,1,1.000,interpolated,,,1,1.000,accepted,1.242,0.004997,1,1.000,accepted,1.473,0.004544,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,accepted,2.580,0.018354,1,1.000,accepted,0.177,0.001415,1,1.000,accepted,0.892,0.006725,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
4.427056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.410178,0.248676,-0.072357,0.73160448,-0.05878986,-0.67457139,-0.07907008,-0.444268,0.265745,-0.067331,0.73462930,-0.06450368,-0.67001036,-0.08511864,-0.449576,0.250861,-0.116546,0.75263253,-0.03929686,-0.65301862,-0.07461035,,,,,,,,,,,,,,,,,,,,,,-0.373063,0.236586,-0.016687,-0.06516381,-0.02738474,0.99362664,0.08780581,-0.418934,0.255166,-0.004452,-0.11093020,-0.01958913,0.98788813,0.10671364,-0.453371,0.243138,-0.026427,-0.09707869,-0.00715363,0.99062931,0.09580248,,,,,,,,,,,,,,,,,,,,,,1,1.000,accepted,2.610,0.009507,1,1.000,accepted,1.110,0.008831,1,1.000,accepted,2.425,0.006233,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,interpolated,,,1,1.000,accepted,3.343,0.006754,1,1.000,accepted,0.988,0.008956,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
