t,pCAMx,pCAMy,pCAMz,qCAMx,qCAMy,qCAMz,qCAMw,p1x,p1y,p1z,q1x,q1y,q1z,q1w,p2x,p2y,p2z,q2x,q2y,q2z,q2w,p3x,p3y,p3z,q3x,q3y,q3z,q3w,p4x,p4y,p4z,q4x,q4y,q4z,q4w,p5x,p5y,p5z,q5x,q5y,q5z,q5w,p6x,p6y,p6z,q6x,q6y,q6z,q6w,p7x,p7y,p7z,q7x,q7y,q7z,q7w,p8x,p8y,p8z,q8x,q8y,q8z,q8w,p9x,p9y,p9z,q9x,q9y,q9z,q9w,p10x,p10y,p10z,q10x,q10y,q10z,q10w,p11x,p11y,p11z,q11x,q11y,q11z,q11w,p12x,p12y,p12z,q12x,q12y,q12z,q12w,valid1,quality1,reason1,angle_jump1,pos_step1,valid2,quality2,reason2,angle_jump2,pos_step2,valid3,quality3,reason3,angle_jump3,pos_step3,valid4,quality4,reason4,angle_jump4,pos_step4,valid5,quality5,reason5,angle_jump5,pos_step5,valid6,quality6,reason6,angle_jump6,pos_step6,valid7,quality7,reason7,angle_jump7,pos_step7,valid8,quality8,reason8,angle_jump8,pos_step8,valid9,quality9,reason9,angle_jump9,pos_step9,valid10,quality10,reason10,angle_jump10,pos_step10,valid11,quality11,reason11,angle_jump11,pos_step11,valid12,quality12,reason12,angle_jump12,pos_step12
0.700325,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.267540,0.374244,0.007667,-0.40249724,-0.42741516,0.72547539,0.35916252,-0.302050,0.388720,0.000910,-0.04708936,0.00924771,0.88944288,0.45452001,-0.342139,0.406161,0.007483,-0.38475585,-0.45274089,0.72340517,0.35167255,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,accepted,1.656,0.006724,1,1.000,accepted,1.048,0.005909,1,1.000,accepted,1.432,0.007583,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.708662,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.255560,0.373741,-0.014466,-0.41519536,-0.42414725,0.72346579,0.35257505,-0.302050,0.388720,0.000910,-0.04708936,0.00924771,0.88944288,0.45452001,-0.339916,0.406334,0.003960,-0.38354153,-0.44546498,0.72842684,0.35192496,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,accepted,1.697,0.025172,1,1.000,accepted,0.000,0.000000,1,1.000,accepted,1.023,0.004169,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.717000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.256136,0.374460,-0.006318,-0.40874833,-0.42525417,0.72369300,0.35826266,-0.304337,0.393876,0.014231,-0.03770135,0.01347280,0.88708095,0.45987442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,accepted,0.994,0.008200,1,1.000,accepted,1.357,0.014466,0,0.000,angle_jump,70.579,0.012634,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.725337,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.256136,0.374460,-0.006318,-0.40874833,-0.42525417,0.72369300,0.35826266,-0.302050,0.388720,0.000910,-0.04708936,0.00924771,0.88944288,0.45452001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,accepted,0.000,0.000000,1,1.000,accepted,1.357,0.014466,0,0.000,angle_jump,69.105,0.016046,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.733674,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.256816,0.374669,-0.007353,-0.35343594,-0.36149293,0.77270193,0.38384585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,interpolated,,,0,0.000,angle_jump,70.565,0.002120,0,0.000,angle_jump,68.207,0.012531,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.742011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.257496,0.374878,-0.008389,-0.29452509,-0.29405120,0.81384372,0.40552098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,interpolated,,,0,0.000,angle_jump,71.475,0.001936,0,0.000,angle_jump,70.740,0.007641,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.750349,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.258176,0.375086,-0.009425,-0.23261559,-0.22361565,0.84669950,0.42306736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,interpolated,,,0,0.000,angle_jump,70.571,0.001644,0,0.000,angle_jump,71.322,0.021168,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.758686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.258856,0.375295,-0.010460,-0.16833776,-0.15090338,0.87093475,0.43630636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,interpolated,,,0,0.000,angle_jump,71.148,0.007844,0,0.000,angle_jump,68.798,0.034813,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.767023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.259536,0.375504,-0.011496,-0.10234602,-0.07665473,0.88630272,0.44510317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,interpolated,,,0,0.000,vote_mismatch,0.058,0.000950,0,0.000,angle_jump,70.597,0.012653,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.775360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.260216,0.375713,-0.012531,-0.03531226,-0.00162562,0.89264695,0.44936824,,,,,,,,-0.338065,0.401488,0.000285,-0.02869303,0.01231762,0.89154093,0.45186254,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,voted,69.405,0.007538,0,0.000,vote_mismatch,0.726,0.018024,1,1.000,reset,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.783697,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.262059,0.377298,0.002576,-0.01700158,0.01237810,0.88872161,0.45796466,-0.304394,0.388355,0.003730,-0.03699068,0.01693086,0.88838119,0.45730067,-0.333530,0.403334,-0.006275,-0.03608995,0.01314754,0.89013262,0.45407992,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,accepted,2.855,0.015301,1,1.000,accepted,1.494,0.003685,1,1.000,accepted,0.905,0.008186,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.792035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.258935,0.378206,-0.001746,-0.01721979,0.00488543,0.89092955,0.45378866,-0.304798,0.394301,0.014302,-0.03754998,0.01341989,0.88714348,0.45976772,-0.328189,0.404359,-0.014551,-0.03561949,0.01418435,0.89193393,0.45053737,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,accepted,1.015,0.005410,1,1.000,accepted,0.516,0.012136,1,1.000,accepted,0.474,0.009903,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.800372,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.258830,0.377941,-0.002513,-0.01566252,0.00842744,0.88964925,0.45629802,-0.308082,0.390042,0.013791,-0.03354189,0.01893843,0.88862671,0.45701077,-0.326354,0.404189,-0.015617,-0.15966239,-0.15252512,0.87313885,0.43459470,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,interpolated,,,1,1.000,interpolated,,,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.808709,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.258725,0.377677,-0.003280,-0.01410489,0.01196925,0.88834857,0.45879692,-0.311365,0.385783,0.013280,-0.02953191,0.02445590,0.89005990,0.45422809,-0.324520,0.404020,-0.016683,-0.27671430,-0.31255611,0.81611242,0.39962282,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,accepted,1.097,0.001636,1,1.000,accepted,1.720,0.010804,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.817046,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.259090,0.376609,-0.002700,-0.01501242,0.01055172,0.88904190,0.45745796,-0.305128,0.388502,0.005028,-0.39668414,-0.45946000,0.71837431,0.33981841,-0.322685,0.403850,-0.017749,-0.38164996,-0.45890148,0.72335159,0.34715301,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,interpolated,,,1,1.000,voted,74.835,0.010695,1,1.000,voted,72.067,0.006386,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.825383,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.259455,0.375540,-0.002120,-0.01591988,0.00913411,0.88973070,0.45611665,-0.302783,0.394971,0.007633,-0.23373952,-0.23928143,0.84277404,0.42171334,-0.328186,0.403936,-0.011796,-0.22004500,-0.24298302,0.84602220,0.42045915,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,interpolated,,,1,1.000,interpolated,,,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.833721,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.259819,0.374472,-0.001541,-0.01682726,0.00771646,0.89041496,0.45477302,-0.300438,0.401440,0.010239,-0.04807271,0.00415807,0.88524635,0.46261283,-0.333687,0.404022,-0.005842,-0.03794091,-0.00442854,0.88987838,0.45459581,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,interpolated,,,1,1.000,voted,71.749,0.014715,1,1.000,voted,70.226,0.016213,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.842058,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.260184,0.373404,-0.000961,-0.01773455,0.00629879,0.89109466,0.45342707,-0.301329,0.389182,-0.000577,-0.04765825,0.01053879,0.89184617,0.44969771,-0.337602,0.414292,0.011163,-0.02633009,0.02381958,0.88501882,0.46419936,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,accepted,1.036,0.005076,1,1.000,accepted,1.816,0.016372,1,1.000,accepted,3.711,0.020248,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.850395,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.263750,0.374845,0.004810,-0.22972926,-0.22387111,0.84602374,0.42585211,-0.301416,0.389247,-0.000514,-0.23243428,-0.22842234,0.84824509,0.41746594,-0.334902,0.413596,0.007580,-0.02919486,0.02156806,0.88535266,0.46350097,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,interpolated,,,1,1.000,interpolated,,,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.858732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.267315,0.376287,0.010580,-0.41858754,-0.43149457,0.71574832,0.35538886,-0.301502,0.389313,-0.000450,-0.39531859,-0.44586961,0.72475243,0.34591533,-0.332202,0.412900,0.003996,-0.03205938,0.01931611,0.88567423,0.46279611,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,voted,73.040,0.013869,1,1.000,voted,70.614,0.000251,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.867069,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.266246,0.374030,0.008105,-0.23097764,-0.22358063,0.84735349,0.42267373,-0.300805,0.392583,0.003580,-0.23155321,-0.22641592,0.84560339,0.42435109,-0.329502,0.412204,0.000412,-0.03492354,0.01706384,0.88598352,0.46208481,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,interpolated,,,1,1.000,interpolated,,,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.875407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.265177,0.371773,0.005629,-0.02020696,0.00675238,0.89399211,0.44757590,-0.300107,0.395854,0.007610,-0.04561981,0.01471395,0.88549954,0.46216112,-0.326801,0.411508,-0.003171,-0.03778721,0.01481132,0.88628052,0.46136709,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,voted,72.880,0.007033,1,1.000,voted,71.198,0.010474,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.883744,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.297336,0.393741,-0.001065,-0.04545869,0.00777686,0.88714003,0.45919015,-0.324101,0.410812,-0.006755,-0.04065028,0.01255867,0.88656521,0.46064300,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,angle_jump,94.630,0.488244,1,1.000,interpolated,,,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.892081,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.294565,0.391628,-0.009740,-0.04529486,0.00083930,0.88872759,0.45619178,-0.321401,0.410116,-0.010338,-0.04351263,0.01030596,0.88683758,0.45991255,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,angle_jump,93.607,0.482410,1,1.000,accepted,1.770,0.018697,1,1.000,accepted,2.561,0.027243,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.900418,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.296053,0.390332,-0.008725,-0.04260191,0.01741445,0.88648300,0.46046683,-0.320545,0.403759,-0.021342,-0.04533094,-0.00285039,0.89283775,0.44808229,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,angle_jump,94.367,0.493001,1,1.000,accepted,2.002,0.002219,1,1.000,accepted,2.151,0.012737,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.908755,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.294565,0.391628,-0.009740,-0.04529486,0.00083930,0.88872759,0.45619178,-0.325607,0.401877,-0.014161,-0.04432342,0.01419702,0.89107730,0.45145889,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,angle_jump,93.875,0.474594,1,1.000,accepted,2.002,0.002219,1,1.000,accepted,2.005,0.008985,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.917093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.302934,0.388893,0.001162,-0.38726590,-0.44601497,0.72933106,0.34521293,-0.323495,0.404632,-0.007915,-0.37510855,-0.46046170,0.72302930,0.35284165,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,angle_jump,91.629,0.461848,1,1.000,voted,69.262,0.014013,1,1.000,voted,71.090,0.007146,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.925430,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.294448,0.391645,-0.010131,-0.05609670,0.00232889,0.88986155,0.45276280,-0.323789,0.410066,-0.006376,-0.03460612,0.00041754,0.88559638,0.46316443,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,vote_mismatch,1.911,0.026336,1,1.000,voted,68.622,0.014392,1,1.000,voted,70.523,0.005655,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.933767,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.289012,0.389024,-0.016169,-0.05325791,0.00294238,0.88848090,0.45580328,-0.327157,0.407355,-0.008703,-0.03600098,0.00309751,0.88884129,0.45678823,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,angle_jump,92.246,0.480630,1,1.000,interpolated,,,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.942104,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.249103,0.366435,-0.031324,-0.04457020,-0.01844280,0.89924660,0.43477456,-0.283576,0.386404,-0.022208,-0.05041807,0.00355582,0.88708284,0.45883484,-0.330525,0.404644,-0.011029,-0.03739366,0.00577729,0.89203260,0.45038448,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,reset,,,1,1.000,accepted,1.014,0.017074,1,1.000,accepted,1.780,0.009819,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.950441,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.253821,0.367270,-0.022204,-0.03108675,-0.00763624,0.89815413,0.43851391,-0.287858,0.386446,-0.016819,-0.04863230,0.00587502,0.88777753,0.45765865,-0.330361,0.405058,-0.010991,-0.04365429,-0.00264874,0.89252153,0.44887928,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,interpolated,,,1,1.000,interpolated,,,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.958779,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.258539,0.368106,-0.013084,-0.01759355,0.00317271,0.89677986,0.44211568,-0.292139,0.386489,-0.011429,-0.04684596,0.00819425,0.88846299,0.45647763,-0.330198,0.405471,-0.010953,-0.04991000,-0.01107447,0.89290988,0.44732349,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,accepted,4.060,0.020604,1,1.000,interpolated,,,1,1.000,accepted,2.433,0.000893,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.967116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.253540,0.372922,-0.013469,-0.02488234,0.00393166,0.89270734,0.44993223,-0.296421,0.386531,-0.006039,-0.04505908,0.01051345,0.88913919,0.45529183,-0.325001,0.405374,-0.012363,-0.04172937,-0.00390131,0.89042749,0.45319127,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,interpolated,,,1,1.000,interpolated,,,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.975453,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.248541,0.377738,-0.013855,-0.03216786,0.00469009,0.88851753,0.45768966,-0.300703,0.386573,-0.000650,-0.04327174,0.01283254,0.88980611,0.45410128,-0.319805,0.405276,-0.013774,-0.03354211,0.00327248,0.88780355,0.45898701,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,accepted,2.627,0.013904,1,1.000,interpolated,,,1,1.000,accepted,2.890,0.010771,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.983790,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.250530,0.377531,-0.010573,-0.02839698,0.00458171,0.88786872,0.45919685,-0.304984,0.386616,0.004740,-0.04148398,0.01515144,0.89046373,0.45290601,-0.318774,0.405090,-0.019475,-0.03842352,0.00478668,0.88903078,0.45620718,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,interpolated,,,1,1.000,interpolated,,,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
0.992127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.252519,0.377324,-0.007292,-0.02462561,0.00447326,0.88720489,0.46069627,-0.309266,0.386658,0.010129,-0.03969586,0.01747009,0.89111204,0.45170607,-0.317742,0.404904,-0.025176,-0.04330357,0.00630072,0.89022658,0.45341123,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,1,1.000,accepted,0.943,0.007686,1,1.000,accepted,2.221,0.041300,1,1.000,accepted,1.363,0.011593,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
1.000465,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.307682,0.387149,0.008020,-0.04140749,0.01532510,0.89073692,0.45236964,-0.319444,0.404263,-0.022884,-0.04137839,0.00838868,0.89066577,0.45269409,,,,,,,,,,,,,,,,,,,,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,angle_jump,95.400,0.493881,1,1.000,interpolated,,,1,1.000,interpolated,,,0,0.000,missing,,,0,0.000,missing,,,0,0.000,missing,,
