t,roll,seg1,seg2,load1,load2,imu1_qw,imu1_qx,imu1_qy,imu1_qz,imu2_qw,imu2_qx,imu2_qy,imu2_qz,mp1x,mp1y,mp1z,mq1x,mq1y,mq1z,mq1w,mp2x,mp2y,mp2z,mq2x,mq2y,mq2z,mq2w,mp3x,mp3y,mp3z,mq3x,mq3y,mq3z,mq3w,mp4x,mp4y,mp4z,mq4x,mq4y,mq4z,mq4w,mp5x,mp5y,mp5z,mq5x,mq5y,mq5z,mq5w,mp6x,mp6y,mp6z,mq6x,mq6y,mq6z,mq6w,mp7x,mp7y,mp7z,mq7x,mq7y,mq7z,mq7w,mp8x,mp8y,mp8z,mq8x,mq8y,mq8z,mq8w,mp9x,mp9y,mp9z,mq9x,mq9y,mq9z,mq9w,mp10x,mp10y,mp10z,mq10x,mq10y,mq10z,mq10w,mp11x,mp11y,mp11z,mq11x,mq11y,mq11z,mq11w,mp12x,mp12y,mp12z,mq12x,mq12y,mq12z,mq12w
2.423,179.78,60.04,19.87,336.250,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.269173,0.431263,-0.045601,-0.29850065,-0.64158466,-0.29726944,0.64101276,-0.289173,0.431224,-0.065601,-0.29850065,-0.64158466,-0.29726944,0.64101276,-0.309173,0.431186,-0.085601,-0.29850065,-0.64158466,-0.29726944,0.64101276,-0.259497,0.419678,-0.109579,0.42127307,0.90693334,-0.00087059,0.00040439,-0.266596,0.404395,-0.109550,0.42127307,0.90693334,-0.00087059,0.00040439,-0.273695,0.389112,-0.109521,0.42127307,0.90693334,-0.00087059,0.00040439,-0.233695,0.389281,-0.021521,-0.00087059,-0.00040439,-0.42127307,0.90693334,-0.266596,0.404564,-0.021550,-0.00087059,-0.00040439,-0.42127307,0.90693334,-0.299497,0.419847,-0.021579,-0.00087059,-0.00040439,-0.42127307,0.90693334,-0.224019,0.377696,-0.085499,0.29726944,0.64101276,-0.29850065,0.64158466,-0.244019,0.377735,-0.065499,0.29726944,0.64101276,-0.29850065,0.64158466,-0.264019,0.377773,-0.045499,0.29726944,0.64101276,-0.29850065,0.64158466
2.477,179.87,62.24,19.96,285.140,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.278433,0.424778,-0.045348,-0.28639374,-0.64683715,-0.28566011,0.64651267,-0.298433,0.424755,-0.065348,-0.28639374,-0.64683715,-0.28566011,0.64651267,-0.318433,0.424732,-0.085348,-0.28639374,-0.64683715,-0.28566011,0.64651267,-0.268342,0.413607,-0.109335,0.40450315,0.91453643,-0.00051875,0.00022945,-0.274887,0.398810,-0.109319,0.40450315,0.91453643,-0.00051875,0.00022945,-0.281432,0.384012,-0.109302,0.40450315,0.91453643,-0.00051875,0.00022945,-0.241432,0.384112,-0.021302,-0.00051875,-0.00022945,-0.40450315,0.91453643,-0.274887,0.398910,-0.021319,-0.00051875,-0.00022945,-0.40450315,0.91453643,-0.308342,0.413707,-0.021335,-0.00051875,-0.00022945,-0.40450315,0.91453643,-0.231340,0.372942,-0.085289,0.28566011,0.64651267,-0.28639374,0.64683715,-0.251340,0.372964,-0.065289,0.28566011,0.64651267,-0.28639374,0.64683715,-0.271340,0.372987,-0.045289,0.28566011,0.64651267,-0.28639374,0.64683715
2.516,179.78,64.62,19.96,285.140,-8.070,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.288261,0.417244,-0.045574,-0.27316139,-0.65273704,-0.27190872,0.65221381,-0.308261,0.417205,-0.065574,-0.27316139,-0.65273704,-0.27190872,0.65221381,-0.328261,0.417167,-0.085574,-0.27316139,-0.65273704,-0.27190872,0.65221381,-0.277718,0.406451,-0.109554,0.38542277,0.92273960,-0.00088577,0.00036998,-0.283660,0.392226,-0.109527,0.38542277,0.92273960,-0.00088577,0.00036998,-0.289602,0.378000,-0.109499,0.38542277,0.92273960,-0.00088577,0.00036998,-0.249602,0.378169,-0.021499,-0.00088577,-0.00036998,-0.38542277,0.92273960,-0.283660,0.392395,-0.021527,-0.00088577,-0.00036998,-0.38542277,0.92273960,-0.317718,0.406620,-0.021554,-0.00088577,-0.00036998,-0.38542277,0.92273960,-0.239058,0.367377,-0.085479,0.27190872,0.65221381,-0.27316139,0.65273704,-0.259058,0.367415,-0.065479,0.27190872,0.65221381,-0.27316139,0.65273704,-0.279058,0.367453,-0.045479,0.27190872,0.65221381,-0.27316139,0.65273704
2.567,179.87,67.25,19.96,355.080,-5.380,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.298787,0.408481,-0.045330,-0.25786321,-0.65870427,-0.25711610,0.65841215,-0.318787,0.408458,-0.065330,-0.25786321,-0.65870427,-0.25711610,0.65841215,-0.338787,0.408435,-0.085330,-0.25786321,-0.65870427,-0.25711610,0.65841215,-0.287765,0.398234,-0.109318,0.36414536,0.93134195,-0.00052829,0.00020655,-0.293070,0.384668,-0.109303,0.36414536,0.93134195,-0.00052829,0.00020655,-0.298374,0.371102,-0.109287,0.36414536,0.93134195,-0.00052829,0.00020655,-0.258374,0.371202,-0.021287,-0.00052829,-0.00020655,-0.36414536,0.93134195,-0.293070,0.384768,-0.021303,-0.00052829,-0.00020655,-0.36414536,0.93134195,-0.327765,0.398333,-0.021318,-0.00052829,-0.00020655,-0.36414536,0.93134195,-0.247352,0.360955,-0.085276,0.25711610,0.65841215,-0.25786321,0.65870427,-0.267352,0.360978,-0.065276,0.25711610,0.65841215,-0.25786321,0.65870427,-0.287352,0.361000,-0.045276,0.25711610,0.65841215,-0.25786321,0.65870427
2.619,179.87,69.89,19.96,416.950,-5.380,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.308983,0.399287,-0.045319,-0.24262740,-0.66445247,-0.24187376,0.66417765,-0.328983,0.399264,-0.065319,-0.24262740,-0.66445247,-0.24187376,0.66417765,-0.348983,0.399242,-0.085319,-0.24262740,-0.66445247,-0.24187376,0.66417765,-0.297505,0.389559,-0.109308,0.34259405,0.93948337,-0.00053291,0.00019433,-0.302199,0.376684,-0.109293,0.34259405,0.93948337,-0.00053291,0.00019433,-0.306894,0.363810,-0.109279,0.34259405,0.93948337,-0.00053291,0.00019433,-0.266894,0.363910,-0.021279,-0.00053291,-0.00019433,-0.34259405,0.93948337,-0.302199,0.376784,-0.021294,-0.00053291,-0.00019433,-0.34259405,0.93948337,-0.337505,0.389658,-0.021308,-0.00053291,-0.00019433,-0.34259405,0.93948337,-0.255415,0.354181,-0.085268,0.24187376,0.66417765,-0.24262740,0.66445247,-0.275415,0.354204,-0.065268,0.24187376,0.66417765,-0.24262740,0.66445247,-0.295415,0.354227,-0.045268,0.24187376,0.66417765,-0.24262740,0.66445247
2.660,179.78,72.35,19.96,468.060,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.318136,0.390379,-0.045523,-0.22857711,-0.66958072,-0.22729203,0.66914311,-0.338136,0.390340,-0.065523,-0.22857711,-0.66958072,-0.22729203,0.66914311,-0.358136,0.390302,-0.085523,-0.22857711,-0.66958072,-0.22729203,0.66914311,-0.306253,0.381101,-0.109505,0.32234816,0.94662070,-0.00090869,0.00030943,-0.310409,0.368896,-0.109482,0.32234816,0.94662070,-0.00090869,0.00030943,-0.314565,0.356690,-0.109458,0.32234816,0.94662070,-0.00090869,0.00030943,-0.274565,0.356859,-0.021458,-0.00090869,-0.00030943,-0.32234816,0.94662070,-0.310409,0.369065,-0.021482,-0.00090869,-0.00030943,-0.32234816,0.94662070,-0.346253,0.381270,-0.021505,-0.00090869,-0.00030943,-0.32234816,0.94662070,-0.262683,0.347582,-0.085441,0.22729203,0.66914311,-0.22857711,0.66958072,-0.282683,0.347620,-0.065441,0.22729203,0.66914311,-0.22857711,0.66958072,-0.302683,0.347659,-0.045441,0.22729203,0.66914311,-0.22857711,0.66958072
2.712,179.87,74.37,19.96,465.370,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.325390,0.382788,-0.045300,-0.21648234,-0.67339848,-0.21571853,0.67315332,-0.345390,0.382765,-0.065300,-0.21648234,-0.67339848,-0.21571853,0.67315332,-0.365390,0.382742,-0.085300,-0.21648234,-0.67339848,-0.21571853,0.67315332,-0.313192,0.373985,-0.109290,0.30561217,0.95215591,-0.00054009,0.00017335,-0.316928,0.362346,-0.109277,0.30561217,0.95215591,-0.00054009,0.00017335,-0.320663,0.350706,-0.109264,0.30561217,0.95215591,-0.00054009,0.00017335,-0.280663,0.350806,-0.021264,-0.00054009,-0.00017335,-0.30561217,0.95215591,-0.316928,0.362446,-0.021277,-0.00054009,-0.00017335,-0.30561217,0.95215591,-0.353192,0.374085,-0.021290,-0.00054009,-0.00017335,-0.30561217,0.95215591,-0.268465,0.342004,-0.085254,0.21571853,0.67315332,-0.21648234,0.67339848,-0.288465,0.342026,-0.065254,0.21571853,0.67315332,-0.21648234,0.67339848,-0.308465,0.342049,-0.045254,0.21571853,0.67315332,-0.21648234,0.67339848
2.765,179.87,75.87,19.96,400.810,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.330619,0.377023,-0.045294,-0.20765249,-0.67616446,-0.20688554,0.67592932,-0.350619,0.377001,-0.065294,-0.20765249,-0.67616446,-0.20688554,0.67592932,-0.370619,0.376978,-0.085294,-0.20765249,-0.67616446,-0.20688554,0.67592932,-0.318197,0.368543,-0.109284,0.29312265,0.95607468,-0.00054232,0.00016627,-0.321634,0.357333,-0.109272,0.29312265,0.95607468,-0.00054232,0.00016627,-0.325071,0.346123,-0.109259,0.29312265,0.95607468,-0.00054232,0.00016627,-0.285071,0.346223,-0.021259,-0.00054232,-0.00016627,-0.29312265,0.95607468,-0.321634,0.357433,-0.021272,-0.00054232,-0.00016627,-0.29312265,0.95607468,-0.358197,0.368643,-0.021284,-0.00054232,-0.00016627,-0.29312265,0.95607468,-0.272648,0.337743,-0.085249,0.20688554,0.67592932,-0.20765249,0.67616446,-0.292648,0.337766,-0.065249,0.20688554,0.67592932,-0.20765249,0.67616446,-0.312648,0.337789,-0.045249,0.20688554,0.67592932,-0.20765249,0.67616446
2.825,179.87,77.63,19.87,414.260,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.336590,0.369912,-0.045286,-0.19671350,-0.67941622,-0.19594285,0.67919349,-0.356590,0.369890,-0.065286,-0.19671350,-0.67941622,-0.19594285,0.67919349,-0.376590,0.369867,-0.085286,-0.19671350,-0.67941622,-0.19594285,0.67919349,-0.323902,0.361838,-0.109277,0.27764997,0.96068214,-0.00054493,0.00015749,-0.326986,0.351168,-0.109265,0.27764997,0.96068214,-0.00054493,0.00015749,-0.330070,0.340499,-0.109252,0.27764997,0.96068214,-0.00054493,0.00015749,-0.290070,0.340599,-0.021253,-0.00054493,-0.00015749,-0.27764997,0.96068214,-0.326986,0.351268,-0.021265,-0.00054493,-0.00015749,-0.27764997,0.96068214,-0.363902,0.361937,-0.021277,-0.00054493,-0.00015749,-0.27764997,0.96068214,-0.277382,0.332524,-0.085243,0.19594285,0.67919349,-0.19671350,0.67941622,-0.297382,0.332547,-0.065243,0.19594285,0.67919349,-0.19671350,0.67941622,-0.317382,0.332570,-0.045243,0.19594285,0.67919349,-0.19671350,0.67941622
2.888,179.87,79.21,19.96,430.400,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.341770,0.363779,-0.045279,-0.18786577,-0.68190650,-0.18709229,0.68169381,-0.361770,0.363757,-0.065279,-0.18786577,-0.68190650,-0.18709229,0.68169381,-0.381770,0.363734,-0.085279,-0.18786577,-0.68190650,-0.18709229,0.68169381,-0.328879,0.356037,-0.109270,0.26513538,0.96421103,-0.00054693,0.00015039,-0.331690,0.345812,-0.109258,0.26513538,0.96421103,-0.00054693,0.00015039,-0.334502,0.335586,-0.109247,0.26513538,0.96421103,-0.00054693,0.00015039,-0.294502,0.335686,-0.021247,-0.00054693,-0.00015039,-0.26513538,0.96421103,-0.331690,0.345911,-0.021259,-0.00054693,-0.00015039,-0.26513538,0.96421103,-0.368879,0.356137,-0.021270,-0.00054693,-0.00015039,-0.26513538,0.96421103,-0.281611,0.327944,-0.085238,0.18709229,0.68169381,-0.18786577,0.68190650,-0.301611,0.327966,-0.065238,0.18709229,0.68169381,-0.18786577,0.68190650,-0.321611,0.327989,-0.045238,0.18709229,0.68169381,-0.18786577,0.68190650
2.950,179.87,80.18,19.96,414.260,-5.380,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.344877,0.359832,-0.045274,-0.18208867,-0.68346576,-0.18131342,0.68325963,-0.364877,0.359809,-0.065274,-0.18208867,-0.68346576,-0.18131342,0.68325963,-0.384877,0.359786,-0.085274,-0.18208867,-0.68346576,-0.18131342,0.68325963,-0.331858,0.352309,-0.109266,0.25696408,0.96642079,-0.00054818,0.00014576,-0.334499,0.342376,-0.109255,0.25696408,0.96642079,-0.00054818,0.00014576,-0.337140,0.332442,-0.109243,0.25696408,0.96642079,-0.00054818,0.00014576,-0.297140,0.332542,-0.021243,-0.00054818,-0.00014576,-0.25696408,0.96642079,-0.334499,0.342476,-0.021255,-0.00054818,-0.00014576,-0.25696408,0.96642079,-0.371858,0.352409,-0.021266,-0.00054818,-0.00014576,-0.25696408,0.96642079,-0.284121,0.325019,-0.085235,0.18131342,0.68325963,-0.18208867,0.68346576,-0.304121,0.325042,-0.065235,0.18131342,0.68325963,-0.18208867,0.68346576,-0.324121,0.325065,-0.045235,0.18131342,0.68325963,-0.18208867,0.68346576
3.000,179.87,80.62,19.96,395.430,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.346266,0.358027,-0.045272,-0.17946381,-0.68415691,-0.17868777,0.68395376,-0.366266,0.358004,-0.065272,-0.17946381,-0.68415691,-0.17868777,0.68395376,-0.386266,0.357981,-0.085272,-0.17946381,-0.68415691,-0.17868777,0.68395376,-0.333190,0.350604,-0.109264,0.25325141,0.96740033,-0.00054874,0.00014365,-0.335756,0.340804,-0.109253,0.25325141,0.96740033,-0.00054874,0.00014365,-0.338321,0.331005,-0.109242,0.25325141,0.96740033,-0.00054874,0.00014365,-0.298321,0.331104,-0.021242,-0.00054874,-0.00014365,-0.25325141,0.96740033,-0.335756,0.340904,-0.021253,-0.00054874,-0.00014365,-0.25325141,0.96740033,-0.373190,0.350704,-0.021264,-0.00054874,-0.00014365,-0.25325141,0.96740033,-0.285245,0.323682,-0.085233,0.17868777,0.68395376,-0.17946381,0.68415691,-0.305245,0.323705,-0.065233,0.17868777,0.68395376,-0.17946381,0.68415691,-0.325245,0.323727,-0.045233,0.17868777,0.68395376,-0.17946381,0.68415691
3.070,179.87,80.79,19.87,338.940,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.346797,0.357126,-0.045271,-0.17791150,-0.68456058,-0.17713501,0.68435919,-0.366797,0.357103,-0.065271,-0.17791150,-0.68456058,-0.17713501,0.68435919,-0.386797,0.357080,-0.085271,-0.17791150,-0.68456058,-0.17713501,0.68435919,-0.333688,0.349763,-0.109263,0.25105580,0.96797245,-0.00054907,0.00014241,-0.336209,0.340042,-0.109252,0.25105580,0.96797245,-0.00054907,0.00014241,-0.338730,0.330322,-0.109241,0.25105580,0.96797245,-0.00054907,0.00014241,-0.298730,0.330421,-0.021241,-0.00054907,-0.00014241,-0.25105580,0.96797245,-0.336209,0.340142,-0.021252,-0.00054907,-0.00014241,-0.25105580,0.96797245,-0.373688,0.349863,-0.021263,-0.00054907,-0.00014241,-0.25105580,0.96797245,-0.285621,0.323058,-0.085233,0.17713501,0.68435919,-0.17791150,0.68456058,-0.305621,0.323081,-0.065233,0.17713501,0.68435919,-0.17791150,0.68456058,-0.325621,0.323104,-0.045233,0.17713501,0.68435919,-0.17791150,0.68456058
3.133,179.87,80.88,19.96,336.250,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.347081,0.356956,-0.045271,-0.17791150,-0.68456058,-0.17713501,0.68435919,-0.367081,0.356933,-0.065271,-0.17791150,-0.68456058,-0.17713501,0.68435919,-0.387081,0.356910,-0.085271,-0.17791150,-0.68456058,-0.17713501,0.68435919,-0.333972,0.349593,-0.109263,0.25105580,0.96797245,-0.00054907,0.00014241,-0.336493,0.339872,-0.109252,0.25105580,0.96797245,-0.00054907,0.00014241,-0.339015,0.330151,-0.109241,0.25105580,0.96797245,-0.00054907,0.00014241,-0.299015,0.330251,-0.021241,-0.00054907,-0.00014241,-0.25105580,0.96797245,-0.336493,0.339972,-0.021252,-0.00054907,-0.00014241,-0.25105580,0.96797245,-0.373972,0.349692,-0.021263,-0.00054907,-0.00014241,-0.25105580,0.96797245,-0.285905,0.322888,-0.085232,0.17713501,0.68435919,-0.17791150,0.68456058,-0.305905,0.322911,-0.065232,0.17713501,0.68435919,-0.17791150,0.68456058,-0.325905,0.322934,-0.045232,0.17713501,0.68435919,-0.17791150,0.68456058
3.181,179.87,80.79,19.96,336.250,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.346800,0.357327,-0.045271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.366800,0.357304,-0.065271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.386800,0.357281,-0.085271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.333702,0.349943,-0.109263,0.25181596,0.96777497,-0.00054895,0.00014284,-0.336239,0.340195,-0.109252,0.25181596,0.96777497,-0.00054895,0.00014284,-0.338775,0.330447,-0.109241,0.25181596,0.96777497,-0.00054895,0.00014284,-0.298775,0.330547,-0.021241,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.336239,0.340295,-0.021252,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.373702,0.350043,-0.021263,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.285677,0.323163,-0.085233,0.17767261,0.68421924,-0.17844894,0.68442125,-0.305677,0.323186,-0.065233,0.17767261,0.68421924,-0.17844894,0.68442125,-0.325677,0.323209,-0.045233,0.17767261,0.68421924,-0.17844894,0.68442125
3.222,179.87,80.79,19.96,341.630,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.346800,0.357327,-0.045271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.366800,0.357304,-0.065271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.386800,0.357281,-0.085271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.333702,0.349943,-0.109263,0.25181596,0.96777497,-0.00054895,0.00014284,-0.336239,0.340195,-0.109252,0.25181596,0.96777497,-0.00054895,0.00014284,-0.338775,0.330447,-0.109241,0.25181596,0.96777497,-0.00054895,0.00014284,-0.298775,0.330547,-0.021241,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.336239,0.340295,-0.021252,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.373702,0.350043,-0.021263,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.285677,0.323163,-0.085233,0.17767261,0.68421924,-0.17844894,0.68442125,-0.305677,0.323186,-0.065233,0.17767261,0.68421924,-0.17844894,0.68442125,-0.325677,0.323209,-0.045233,0.17767261,0.68421924,-0.17844894,0.68442125
3.277,179.87,80.88,19.96,344.320,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.347081,0.356956,-0.045271,-0.17791150,-0.68456058,-0.17713501,0.68435919,-0.367081,0.356933,-0.065271,-0.17791150,-0.68456058,-0.17713501,0.68435919,-0.387081,0.356910,-0.085271,-0.17791150,-0.68456058,-0.17713501,0.68435919,-0.333972,0.349593,-0.109263,0.25105580,0.96797245,-0.00054907,0.00014241,-0.336493,0.339872,-0.109252,0.25105580,0.96797245,-0.00054907,0.00014241,-0.339015,0.330151,-0.109241,0.25105580,0.96797245,-0.00054907,0.00014241,-0.299015,0.330251,-0.021241,-0.00054907,-0.00014241,-0.25105580,0.96797245,-0.336493,0.339972,-0.021252,-0.00054907,-0.00014241,-0.25105580,0.96797245,-0.373972,0.349692,-0.021263,-0.00054907,-0.00014241,-0.25105580,0.96797245,-0.285905,0.322888,-0.085232,0.17713501,0.68435919,-0.17791150,0.68456058,-0.305905,0.322911,-0.065232,0.17713501,0.68435919,-0.17791150,0.68456058,-0.325905,0.322934,-0.045232,0.17713501,0.68435919,-0.17791150,0.68456058
3.316,179.87,80.79,19.96,347.010,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.346800,0.357327,-0.045271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.366800,0.357304,-0.065271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.386800,0.357281,-0.085271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.333702,0.349943,-0.109263,0.25181596,0.96777497,-0.00054895,0.00014284,-0.336239,0.340195,-0.109252,0.25181596,0.96777497,-0.00054895,0.00014284,-0.338775,0.330447,-0.109241,0.25181596,0.96777497,-0.00054895,0.00014284,-0.298775,0.330547,-0.021241,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.336239,0.340295,-0.021252,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.373702,0.350043,-0.021263,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.285677,0.323163,-0.085233,0.17767261,0.68421924,-0.17844894,0.68442125,-0.305677,0.323186,-0.065233,0.17767261,0.68421924,-0.17844894,0.68442125,-0.325677,0.323209,-0.045233,0.17767261,0.68421924,-0.17844894,0.68442125
3.368,179.78,80.79,19.96,347.010,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.346800,0.357342,-0.045459,-0.17871762,-0.68449097,-0.17740382,0.68414911,-0.366800,0.357304,-0.065459,-0.17871762,-0.68449097,-0.17740382,0.68414911,-0.386800,0.357265,-0.085459,-0.17871762,-0.68449097,-0.17740382,0.68414911,-0.333702,0.349908,-0.109445,0.25181589,0.96777468,-0.00092900,0.00024173,-0.336239,0.340160,-0.109427,0.25181589,0.96777468,-0.00092900,0.00024173,-0.338775,0.330412,-0.109408,0.25181589,0.96777468,-0.00092900,0.00024173,-0.298775,0.330581,-0.021408,-0.00092900,-0.00024173,-0.25181589,0.96777468,-0.336239,0.340329,-0.021427,-0.00092900,-0.00024173,-0.25181589,0.96777468,-0.373702,0.350077,-0.021445,-0.00092900,-0.00024173,-0.25181589,0.96777468,-0.285677,0.323147,-0.085394,0.17740382,0.68414911,-0.17871762,0.68449097,-0.305677,0.323186,-0.065394,0.17740382,0.68414911,-0.17871762,0.68449097,-0.325677,0.323224,-0.045394,0.17740382,0.68414911,-0.17871762,0.68449097
3.419,179.87,80.88,19.87,333.560,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.347078,0.356755,-0.045271,-0.17737395,-0.68469949,-0.17659730,0.68449871,-0.367078,0.356732,-0.065271,-0.17737395,-0.68469949,-0.17659730,0.68449871,-0.387078,0.356709,-0.085271,-0.17737395,-0.68469949,-0.17659730,0.68449871,-0.333958,0.349412,-0.109263,0.25029548,0.96816933,-0.00054918,0.00014198,-0.336464,0.339719,-0.109252,0.25029548,0.96816933,-0.00054918,0.00014198,-0.338970,0.330026,-0.109241,0.25029548,0.96816933,-0.00054918,0.00014198,-0.298970,0.330126,-0.021241,-0.00054918,-0.00014198,-0.25029548,0.96816933,-0.336464,0.339819,-0.021252,-0.00054918,-0.00014198,-0.25029548,0.96816933,-0.373958,0.349512,-0.021263,-0.00054918,-0.00014198,-0.25029548,0.96816933,-0.285849,0.322783,-0.085232,0.17659730,0.68449871,-0.17737395,0.68469949,-0.305849,0.322806,-0.065232,0.17659730,0.68449871,-0.17737395,0.68469949,-0.325849,0.322829,-0.045232,0.17659730,0.68449871,-0.17737395,0.68469949
3.485,179.87,80.79,19.96,336.250,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.346800,0.357327,-0.045271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.366800,0.357304,-0.065271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.386800,0.357281,-0.085271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.333702,0.349943,-0.109263,0.25181596,0.96777497,-0.00054895,0.00014284,-0.336239,0.340195,-0.109252,0.25181596,0.96777497,-0.00054895,0.00014284,-0.338775,0.330447,-0.109241,0.25181596,0.96777497,-0.00054895,0.00014284,-0.298775,0.330547,-0.021241,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.336239,0.340295,-0.021252,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.373702,0.350043,-0.021263,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.285677,0.323163,-0.085233,0.17767261,0.68421924,-0.17844894,0.68442125,-0.305677,0.323186,-0.065233,0.17767261,0.68421924,-0.17844894,0.68442125,-0.325677,0.323209,-0.045233,0.17767261,0.68421924,-0.17844894,0.68442125
3.543,179.87,80.79,19.96,336.250,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.346800,0.357327,-0.045271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.366800,0.357304,-0.065271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.386800,0.357281,-0.085271,-0.17844894,-0.68442125,-0.17767261,0.68421924,-0.333702,0.349943,-0.109263,0.25181596,0.96777497,-0.00054895,0.00014284,-0.336239,0.340195,-0.109252,0.25181596,0.96777497,-0.00054895,0.00014284,-0.338775,0.330447,-0.109241,0.25181596,0.96777497,-0.00054895,0.00014284,-0.298775,0.330547,-0.021241,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.336239,0.340295,-0.021252,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.373702,0.350043,-0.021263,-0.00054895,-0.00014284,-0.25181596,0.96777497,-0.285677,0.323163,-0.085233,0.17767261,0.68421924,-0.17844894,0.68442125,-0.305677,0.323186,-0.065233,0.17767261,0.68421924,-0.17844894,0.68442125,-0.325677,0.323209,-0.045233,0.17767261,0.68421924,-0.17844894,0.68442125
