t,roll,seg1,seg2,load1,load2,imu1_qw,imu1_qx,imu1_qy,imu1_qz,imu2_qw,imu2_qx,imu2_qy,imu2_qz,mp1x,mp1y,mp1z,mq1x,mq1y,mq1z,mq1w,mp2x,mp2y,mp2z,mq2x,mq2y,mq2z,mq2w,mp3x,mp3y,mp3z,mq3x,mq3y,mq3z,mq3w,mp4x,mp4y,mp4z,mq4x,mq4y,mq4z,mq4w,mp5x,mp5y,mp5z,mq5x,mq5y,mq5z,mq5w,mp6x,mp6y,mp6z,mq6x,mq6y,mq6z,mq6w,mp7x,mp7y,mp7z,mq7x,mq7y,mq7z,mq7w,mp8x,mp8y,mp8z,mq8x,mq8y,mq8z,mq8w,mp9x,mp9y,mp9z,mq9x,mq9y,mq9z,mq9w,mp10x,mp10y,mp10z,mq10x,mq10y,mq10z,mq10w,mp11x,mp11y,mp11z,mq11x,mq11y,mq11z,mq11w,mp12x,mp12y,mp12z,mq12x,mq12y,mq12z,mq12w
1.210,179.87,52.75,19.96,1151.320,-5.380,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.236664,0.451198,-0.045378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.256664,0.451176,-0.065378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.276664,0.451153,-0.085378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.228541,0.438516,-0.109364,0.47876840,0.87794106,-0.00049800,0.00027157,-0.237709,0.421702,-0.109345,0.47876840,0.87794106,-0.00049800,0.00027157,-0.246878,0.404889,-0.109325,0.47876840,0.87794106,-0.00049800,0.00027157,-0.206878,0.404989,-0.021326,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.237709,0.421802,-0.021345,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.268541,0.438616,-0.021364,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.198755,0.392307,-0.085311,0.33818824,0.62060604,-0.33889252,0.62099011,-0.218755,0.392329,-0.065311,0.33818824,0.62060604,-0.33889252,0.62099011,-0.238755,0.392352,-0.045311,0.33818824,0.62060604,-0.33889252,0.62099011
1.262,179.87,52.75,19.96,1151.320,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.236664,0.451198,-0.045378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.256664,0.451176,-0.065378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.276664,0.451153,-0.085378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.228541,0.438516,-0.109364,0.47876840,0.87794106,-0.00049800,0.00027157,-0.237709,0.421702,-0.109345,0.47876840,0.87794106,-0.00049800,0.00027157,-0.246878,0.404889,-0.109325,0.47876840,0.87794106,-0.00049800,0.00027157,-0.206878,0.404989,-0.021326,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.237709,0.421802,-0.021345,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.268541,0.438616,-0.021364,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.198755,0.392307,-0.085311,0.33818824,0.62060604,-0.33889252,0.62099011,-0.218755,0.392329,-0.065311,0.33818824,0.62060604,-0.33889252,0.62099011,-0.238755,0.392352,-0.045311,0.33818824,0.62060604,-0.33889252,0.62099011
1.323,179.87,52.75,19.87,1148.630,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.236756,0.451020,-0.045378,-0.33840499,-0.62125553,-0.33770042,0.62087202,-0.256756,0.450997,-0.065378,-0.33840499,-0.62125553,-0.33770042,0.62087202,-0.276756,0.450974,-0.085378,-0.33840499,-0.62125553,-0.33770042,0.62087202,-0.228613,0.438350,-0.109363,0.47807872,0.87831681,-0.00049821,0.00027118,-0.237755,0.421554,-0.109344,0.47807872,0.87831681,-0.00049821,0.00027118,-0.246898,0.404757,-0.109325,0.47807872,0.87831681,-0.00049821,0.00027118,-0.206898,0.404857,-0.021325,-0.00049821,-0.00027118,-0.47807872,0.87831681,-0.237755,0.421653,-0.021344,-0.00049821,-0.00027118,-0.47807872,0.87831681,-0.268613,0.438450,-0.021364,-0.00049821,-0.00027118,-0.47807872,0.87831681,-0.198754,0.392188,-0.085311,0.33770042,0.62087202,-0.33840499,0.62125553,-0.218754,0.392210,-0.065311,0.33770042,0.62087202,-0.33840499,0.62125553,-0.238754,0.392233,-0.045311,0.33770042,0.62087202,-0.33840499,0.62125553
1.372,179.87,52.75,19.87,1151.320,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.236756,0.451020,-0.045378,-0.33840499,-0.62125553,-0.33770042,0.62087202,-0.256756,0.450997,-0.065378,-0.33840499,-0.62125553,-0.33770042,0.62087202,-0.276756,0.450974,-0.085378,-0.33840499,-0.62125553,-0.33770042,0.62087202,-0.228613,0.438350,-0.109363,0.47807872,0.87831681,-0.00049821,0.00027118,-0.237755,0.421554,-0.109344,0.47807872,0.87831681,-0.00049821,0.00027118,-0.246898,0.404757,-0.109325,0.47807872,0.87831681,-0.00049821,0.00027118,-0.206898,0.404857,-0.021325,-0.00049821,-0.00027118,-0.47807872,0.87831681,-0.237755,0.421653,-0.021344,-0.00049821,-0.00027118,-0.47807872,0.87831681,-0.268613,0.438450,-0.021364,-0.00049821,-0.00027118,-0.47807872,0.87831681,-0.198754,0.392188,-0.085311,0.33770042,0.62087202,-0.33840499,0.62125553,-0.218754,0.392210,-0.065311,0.33770042,0.62087202,-0.33840499,0.62125553,-0.238754,0.392233,-0.045311,0.33770042,0.62087202,-0.33840499,0.62125553
1.420,179.87,52.75,19.96,1151.320,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.236664,0.451198,-0.045378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.256664,0.451176,-0.065378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.276664,0.451153,-0.085378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.228541,0.438516,-0.109364,0.47876840,0.87794106,-0.00049800,0.00027157,-0.237709,0.421702,-0.109345,0.47876840,0.87794106,-0.00049800,0.00027157,-0.246878,0.404889,-0.109325,0.47876840,0.87794106,-0.00049800,0.00027157,-0.206878,0.404989,-0.021326,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.237709,0.421802,-0.021345,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.268541,0.438616,-0.021364,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.198755,0.392307,-0.085311,0.33818824,0.62060604,-0.33889252,0.62099011,-0.218755,0.392329,-0.065311,0.33818824,0.62060604,-0.33889252,0.62099011,-0.238755,0.392352,-0.045311,0.33818824,0.62060604,-0.33889252,0.62099011
1.484,179.78,52.75,19.87,1151.320,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.236756,0.451035,-0.045639,-0.33864878,-0.62138809,-0.33745642,0.62073908,-0.256756,0.450996,-0.065639,-0.33864878,-0.62138809,-0.33745642,0.62073908,-0.276756,0.450958,-0.085639,-0.33864878,-0.62138809,-0.33745642,0.62073908,-0.228613,0.438315,-0.109615,0.47807857,0.87831655,-0.00084312,0.00045892,-0.237755,0.421519,-0.109583,0.47807857,0.87831655,-0.00084312,0.00045892,-0.246898,0.404723,-0.109551,0.47807857,0.87831655,-0.00084312,0.00045892,-0.206898,0.404891,-0.021551,-0.00084312,-0.00045892,-0.47807857,0.87831655,-0.237755,0.421688,-0.021583,-0.00084312,-0.00045892,-0.47807857,0.87831655,-0.268613,0.438484,-0.021615,-0.00084312,-0.00045892,-0.47807857,0.87831655,-0.198754,0.392172,-0.085526,0.33745642,0.62073908,-0.33864878,0.62138809,-0.218754,0.392210,-0.065526,0.33745642,0.62073908,-0.33864878,0.62138809,-0.238754,0.392248,-0.045526,0.33745642,0.62073908,-0.33864878,0.62138809
1.549,179.87,52.75,19.96,1148.630,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.236664,0.451198,-0.045378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.256664,0.451176,-0.065378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.276664,0.451153,-0.085378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.228541,0.438516,-0.109364,0.47876840,0.87794106,-0.00049800,0.00027157,-0.237709,0.421702,-0.109345,0.47876840,0.87794106,-0.00049800,0.00027157,-0.246878,0.404889,-0.109325,0.47876840,0.87794106,-0.00049800,0.00027157,-0.206878,0.404989,-0.021326,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.237709,0.421802,-0.021345,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.268541,0.438616,-0.021364,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.198755,0.392307,-0.085311,0.33818824,0.62060604,-0.33889252,0.62099011,-0.218755,0.392329,-0.065311,0.33818824,0.62060604,-0.33889252,0.62099011,-0.238755,0.392352,-0.045311,0.33818824,0.62060604,-0.33889252,0.62099011
1.597,179.87,52.75,19.96,1148.630,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.236664,0.451198,-0.045378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.256664,0.451176,-0.065378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.276664,0.451153,-0.085378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.228541,0.438516,-0.109364,0.47876840,0.87794106,-0.00049800,0.00027157,-0.237709,0.421702,-0.109345,0.47876840,0.87794106,-0.00049800,0.00027157,-0.246878,0.404889,-0.109325,0.47876840,0.87794106,-0.00049800,0.00027157,-0.206878,0.404989,-0.021326,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.237709,0.421802,-0.021345,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.268541,0.438616,-0.021364,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.198755,0.392307,-0.085311,0.33818824,0.62060604,-0.33889252,0.62099011,-0.218755,0.392329,-0.065311,0.33818824,0.62060604,-0.33889252,0.62099011,-0.238755,0.392352,-0.045311,0.33818824,0.62060604,-0.33889252,0.62099011
1.637,179.87,52.75,19.87,1148.630,-8.070,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.236756,0.451020,-0.045378,-0.33840499,-0.62125553,-0.33770042,0.62087202,-0.256756,0.450997,-0.065378,-0.33840499,-0.62125553,-0.33770042,0.62087202,-0.276756,0.450974,-0.085378,-0.33840499,-0.62125553,-0.33770042,0.62087202,-0.228613,0.438350,-0.109363,0.47807872,0.87831681,-0.00049821,0.00027118,-0.237755,0.421554,-0.109344,0.47807872,0.87831681,-0.00049821,0.00027118,-0.246898,0.404757,-0.109325,0.47807872,0.87831681,-0.00049821,0.00027118,-0.206898,0.404857,-0.021325,-0.00049821,-0.00027118,-0.47807872,0.87831681,-0.237755,0.421653,-0.021344,-0.00049821,-0.00027118,-0.47807872,0.87831681,-0.268613,0.438450,-0.021364,-0.00049821,-0.00027118,-0.47807872,0.87831681,-0.198754,0.392188,-0.085311,0.33770042,0.62087202,-0.33840499,0.62125553,-0.218754,0.392210,-0.065311,0.33770042,0.62087202,-0.33840499,0.62125553,-0.238754,0.392233,-0.045311,0.33770042,0.62087202,-0.33840499,0.62125553
1.689,179.87,52.75,19.96,1151.320,-10.760,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.236664,0.451198,-0.045378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.256664,0.451176,-0.065378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.276664,0.451153,-0.085378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.228541,0.438516,-0.109364,0.47876840,0.87794106,-0.00049800,0.00027157,-0.237709,0.421702,-0.109345,0.47876840,0.87794106,-0.00049800,0.00027157,-0.246878,0.404889,-0.109325,0.47876840,0.87794106,-0.00049800,0.00027157,-0.206878,0.404989,-0.021326,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.237709,0.421802,-0.021345,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.268541,0.438616,-0.021364,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.198755,0.392307,-0.085311,0.33818824,0.62060604,-0.33889252,0.62099011,-0.218755,0.392329,-0.065311,0.33818824,0.62060604,-0.33889252,0.62099011,-0.238755,0.392352,-0.045311,0.33818824,0.62060604,-0.33889252,0.62099011
1.741,179.87,52.75,19.87,1148.630,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.236756,0.451020,-0.045378,-0.33840499,-0.62125553,-0.33770042,0.62087202,-0.256756,0.450997,-0.065378,-0.33840499,-0.62125553,-0.33770042,0.62087202,-0.276756,0.450974,-0.085378,-0.33840499,-0.62125553,-0.33770042,0.62087202,-0.228613,0.438350,-0.109363,0.47807872,0.87831681,-0.00049821,0.00027118,-0.237755,0.421554,-0.109344,0.47807872,0.87831681,-0.00049821,0.00027118,-0.246898,0.404757,-0.109325,0.47807872,0.87831681,-0.00049821,0.00027118,-0.206898,0.404857,-0.021325,-0.00049821,-0.00027118,-0.47807872,0.87831681,-0.237755,0.421653,-0.021344,-0.00049821,-0.00027118,-0.47807872,0.87831681,-0.268613,0.438450,-0.021364,-0.00049821,-0.00027118,-0.47807872,0.87831681,-0.198754,0.392188,-0.085311,0.33770042,0.62087202,-0.33840499,0.62125553,-0.218754,0.392210,-0.065311,0.33770042,0.62087202,-0.33840499,0.62125553,-0.238754,0.392233,-0.045311,0.33770042,0.62087202,-0.33840499,0.62125553
1.805,179.87,52.75,19.96,1148.630,-8.070,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.236664,0.451198,-0.045378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.256664,0.451176,-0.065378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.276664,0.451153,-0.085378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.228541,0.438516,-0.109364,0.47876840,0.87794106,-0.00049800,0.00027157,-0.237709,0.421702,-0.109345,0.47876840,0.87794106,-0.00049800,0.00027157,-0.246878,0.404889,-0.109325,0.47876840,0.87794106,-0.00049800,0.00027157,-0.206878,0.404989,-0.021326,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.237709,0.421802,-0.021345,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.268541,0.438616,-0.021364,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.198755,0.392307,-0.085311,0.33818824,0.62060604,-0.33889252,0.62099011,-0.218755,0.392329,-0.065311,0.33818824,0.62060604,-0.33889252,0.62099011,-0.238755,0.392352,-0.045311,0.33818824,0.62060604,-0.33889252,0.62099011
1.866,179.78,52.75,19.96,1148.630,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.236664,0.451214,-0.045640,-0.33913620,-0.62112286,-0.33794436,0.62047291,-0.256664,0.451175,-0.065640,-0.33913620,-0.62112286,-0.33794436,0.62047291,-0.276664,0.451137,-0.085640,-0.33913620,-0.62112286,-0.33794436,0.62047291,-0.228541,0.438481,-0.109615,0.47876825,0.87794079,-0.00084276,0.00045958,-0.237709,0.421668,-0.109583,0.47876825,0.87794079,-0.00084276,0.00045958,-0.246878,0.404854,-0.109551,0.47876825,0.87794079,-0.00084276,0.00045958,-0.206878,0.405023,-0.021551,-0.00084276,-0.00045958,-0.47876825,0.87794079,-0.237709,0.421837,-0.021583,-0.00084276,-0.00045958,-0.47876825,0.87794079,-0.268541,0.438650,-0.021616,-0.00084276,-0.00045958,-0.47876825,0.87794079,-0.198755,0.392291,-0.085527,0.33794436,0.62047291,-0.33913620,0.62112286,-0.218755,0.392329,-0.065527,0.33794436,0.62047291,-0.33913620,0.62112286,-0.238755,0.392367,-0.045527,0.33794436,0.62047291,-0.33913620,0.62112286
1.916,179.87,52.75,19.96,1148.630,-8.070,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.236664,0.451198,-0.045378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.256664,0.451176,-0.065378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.276664,0.451153,-0.085378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.228541,0.438516,-0.109364,0.47876840,0.87794106,-0.00049800,0.00027157,-0.237709,0.421702,-0.109345,0.47876840,0.87794106,-0.00049800,0.00027157,-0.246878,0.404889,-0.109325,0.47876840,0.87794106,-0.00049800,0.00027157,-0.206878,0.404989,-0.021326,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.237709,0.421802,-0.021345,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.268541,0.438616,-0.021364,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.198755,0.392307,-0.085311,0.33818824,0.62060604,-0.33889252,0.62099011,-0.218755,0.392329,-0.065311,0.33818824,0.62060604,-0.33889252,0.62099011,-0.238755,0.392352,-0.045311,0.33818824,0.62060604,-0.33889252,0.62099011
1.979,179.87,52.75,19.96,1113.660,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.236664,0.451198,-0.045378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.256664,0.451176,-0.065378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.276664,0.451153,-0.085378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.228541,0.438516,-0.109364,0.47876840,0.87794106,-0.00049800,0.00027157,-0.237709,0.421702,-0.109345,0.47876840,0.87794106,-0.00049800,0.00027157,-0.246878,0.404889,-0.109325,0.47876840,0.87794106,-0.00049800,0.00027157,-0.206878,0.404989,-0.021326,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.237709,0.421802,-0.021345,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.268541,0.438616,-0.021364,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.198755,0.392307,-0.085311,0.33818824,0.62060604,-0.33889252,0.62099011,-0.218755,0.392329,-0.065311,0.33818824,0.62060604,-0.33889252,0.62099011,-0.238755,0.392352,-0.045311,0.33818824,0.62060604,-0.33889252,0.62099011
2.042,179.87,52.75,19.87,1027.580,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.236756,0.451020,-0.045378,-0.33840499,-0.62125553,-0.33770042,0.62087202,-0.256756,0.450997,-0.065378,-0.33840499,-0.62125553,-0.33770042,0.62087202,-0.276756,0.450974,-0.085378,-0.33840499,-0.62125553,-0.33770042,0.62087202,-0.228613,0.438350,-0.109363,0.47807872,0.87831681,-0.00049821,0.00027118,-0.237755,0.421554,-0.109344,0.47807872,0.87831681,-0.00049821,0.00027118,-0.246898,0.404757,-0.109325,0.47807872,0.87831681,-0.00049821,0.00027118,-0.206898,0.404857,-0.021325,-0.00049821,-0.00027118,-0.47807872,0.87831681,-0.237755,0.421653,-0.021344,-0.00049821,-0.00027118,-0.47807872,0.87831681,-0.268613,0.438450,-0.021364,-0.00049821,-0.00027118,-0.47807872,0.87831681,-0.198754,0.392188,-0.085311,0.33770042,0.62087202,-0.33840499,0.62125553,-0.218754,0.392210,-0.065311,0.33770042,0.62087202,-0.33840499,0.62125553,-0.238754,0.392233,-0.045311,0.33770042,0.62087202,-0.33840499,0.62125553
2.092,179.87,52.75,19.87,718.230,-8.070,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.236756,0.451020,-0.045378,-0.33840499,-0.62125553,-0.33770042,0.62087202,-0.256756,0.450997,-0.065378,-0.33840499,-0.62125553,-0.33770042,0.62087202,-0.276756,0.450974,-0.085378,-0.33840499,-0.62125553,-0.33770042,0.62087202,-0.228613,0.438350,-0.109363,0.47807872,0.87831681,-0.00049821,0.00027118,-0.237755,0.421554,-0.109344,0.47807872,0.87831681,-0.00049821,0.00027118,-0.246898,0.404757,-0.109325,0.47807872,0.87831681,-0.00049821,0.00027118,-0.206898,0.404857,-0.021325,-0.00049821,-0.00027118,-0.47807872,0.87831681,-0.237755,0.421653,-0.021344,-0.00049821,-0.00027118,-0.47807872,0.87831681,-0.268613,0.438450,-0.021364,-0.00049821,-0.00027118,-0.47807872,0.87831681,-0.198754,0.392188,-0.085311,0.33770042,0.62087202,-0.33840499,0.62125553,-0.218754,0.392210,-0.065311,0.33770042,0.62087202,-0.33840499,0.62125553,-0.238754,0.392233,-0.045311,0.33770042,0.62087202,-0.33840499,0.62125553
2.156,179.87,52.75,19.96,320.110,-5.380,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.236664,0.451198,-0.045378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.256664,0.451176,-0.065378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.276664,0.451153,-0.085378,-0.33889252,-0.62099011,-0.33818824,0.62060604,-0.228541,0.438516,-0.109364,0.47876840,0.87794106,-0.00049800,0.00027157,-0.237709,0.421702,-0.109345,0.47876840,0.87794106,-0.00049800,0.00027157,-0.246878,0.404889,-0.109325,0.47876840,0.87794106,-0.00049800,0.00027157,-0.206878,0.404989,-0.021326,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.237709,0.421802,-0.021345,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.268541,0.438616,-0.021364,-0.00049800,-0.00027157,-0.47876840,0.87794106,-0.198755,0.392307,-0.085311,0.33818824,0.62060604,-0.33889252,0.62099011,-0.218755,0.392329,-0.065311,0.33818824,0.62060604,-0.33889252,0.62099011,-0.238755,0.392352,-0.045311,0.33818824,0.62060604,-0.33889252,0.62099011
2.216,179.87,53.10,19.96,217.890,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.238271,0.450333,-0.045377,-0.33699541,-0.62202014,-0.33628996,0.62163824,-0.258271,0.450310,-0.065377,-0.33699541,-0.62202014,-0.33628996,0.62163824,-0.278271,0.450287,-0.085377,-0.33699541,-0.62202014,-0.33628996,0.62163824,-0.230071,0.437700,-0.109363,0.47608465,0.87939927,-0.00049882,0.00027005,-0.239137,0.420953,-0.109344,0.47608465,0.87939927,-0.00049882,0.00027005,-0.248203,0.404207,-0.109325,0.47608465,0.87939927,-0.00049882,0.00027005,-0.208203,0.404307,-0.021325,-0.00049882,-0.00027005,-0.47608465,0.87939927,-0.239137,0.421053,-0.021344,-0.00049882,-0.00027005,-0.47608465,0.87939927,-0.270071,0.437800,-0.021363,-0.00049882,-0.00027005,-0.47608465,0.87939927,-0.200003,0.391674,-0.085310,0.33628996,0.62163824,-0.33699541,0.62202014,-0.220003,0.391697,-0.065310,0.33628996,0.62163824,-0.33699541,0.62202014,-0.240003,0.391719,-0.045311,0.33628996,0.62163824,-0.33699541,0.62202014
2.268,179.78,54.24,19.87,204.440,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.243561,0.447289,-0.045632,-0.33054909,-0.62572329,-0.32934840,0.62508983,-0.263561,0.447251,-0.065632,-0.33054909,-0.62572329,-0.32934840,0.62508983,-0.283561,0.447212,-0.085632,-0.33054909,-0.62572329,-0.32934840,0.62508983,-0.235093,0.434785,-0.109608,0.46661799,0.88445844,-0.00084902,0.00044792,-0.243802,0.418277,-0.109577,0.46661799,0.88445844,-0.00084902,0.00044792,-0.252511,0.401769,-0.109545,0.46661799,0.88445844,-0.00084902,0.00044792,-0.212511,0.401938,-0.021545,-0.00084902,-0.00044792,-0.46661799,0.88445844,-0.243802,0.418446,-0.021577,-0.00084902,-0.00044792,-0.46661799,0.88445844,-0.275093,0.434954,-0.021608,-0.00084902,-0.00044792,-0.46661799,0.88445844,-0.204043,0.389434,-0.085521,0.32934840,0.62508983,-0.33054909,0.62572329,-0.224043,0.389472,-0.065521,0.32934840,0.62508983,-0.33054909,0.62572329,-0.244043,0.389511,-0.045521,0.32934840,0.62508983,-0.33054909,0.62572329
2.329,179.87,56.18,19.96,250.170,-2.690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.252206,0.442350,-0.045368,-0.32016726,-0.63083321,-0.31945181,0.63047040,-0.272206,0.442328,-0.065368,-0.32016726,-0.63083321,-0.31945181,0.63047040,-0.292206,0.442305,-0.085368,-0.32016726,-0.63083321,-0.31945181,0.63047040,-0.243343,0.430176,-0.109354,0.45227898,0.89187634,-0.00050590,0.00025655,-0.251525,0.414041,-0.109336,0.45227898,0.89187634,-0.00050590,0.00025655,-0.259707,0.397906,-0.109318,0.45227898,0.89187634,-0.00050590,0.00025655,-0.219707,0.398006,-0.021318,-0.00050590,-0.00025655,-0.45227898,0.89187634,-0.251525,0.414141,-0.021336,-0.00050590,-0.00025655,-0.45227898,0.89187634,-0.283343,0.430276,-0.021354,-0.00050590,-0.00025655,-0.45227898,0.89187634,-0.210844,0.385832,-0.085304,0.31945181,0.63047040,-0.32016726,0.63083321,-0.230844,0.385855,-0.065304,0.31945181,0.63047040,-0.32016726,0.63083321,-0.250844,0.385878,-0.045304,0.31945181,0.63047040,-0.32016726,0.63083321
2.371,179.87,57.93,19.96,314.730,-5.380,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.259948,0.437525,-0.045362,-0.31050199,-0.63563801,-0.30978108,0.63528617,-0.279948,0.437503,-0.065362,-0.31050199,-0.63563801,-0.30978108,0.63528617,-0.299948,0.437480,-0.085362,-0.31050199,-0.63563801,-0.30978108,0.63528617,-0.250720,0.425628,-0.109349,0.43860636,0.89867911,-0.00050976,0.00024879,-0.258415,0.409861,-0.109331,0.43860636,0.89867911,-0.00050976,0.00024879,-0.266110,0.394095,-0.109313,0.43860636,0.89867911,-0.00050976,0.00024879,-0.226110,0.394194,-0.021313,-0.00050976,-0.00024879,-0.43860636,0.89867911,-0.258415,0.409961,-0.021331,-0.00050976,-0.00024879,-0.43860636,0.89867911,-0.290720,0.425728,-0.021349,-0.00050976,-0.00024879,-0.43860636,0.89867911,-0.216881,0.382297,-0.085300,0.30978108,0.63528617,-0.31050199,0.63563801,-0.236881,0.382320,-0.065300,0.30978108,0.63528617,-0.31050199,0.63563801,-0.256881,0.382342,-0.045300,0.30978108,0.63528617,-0.31050199,0.63563801
